estimand,stat,null_lo,null_hi,ship
E1 dispersion,0.005931508708278977,-0.42643155985937065,0.4798918864201119,False
E2 tail k=4,-0.024652287015443933,-0.018455703895238245,0.004694286283060298,True
E3 concentration,0.36287955619306245,-0.4154367630983779,0.3968815617305583,False
