half_life,n,mae,rmse,corr
1.5,609,0.19753761751914203,0.2681661796266383,0.6317672026127369
2.0,609,0.19799302301840183,0.2684259131401988,0.6277011679439592
3.0,609,0.19917198095754596,0.2699680501360993,0.6200235826656952
1.0,609,0.19935836949668137,0.27025127681496475,0.6324851241602507
0.75,609,0.2025805118619261,0.2740006275638996,0.6281452035059912
1000000.0,609,0.2042535777885831,0.27764118483936406,0.591886036541713
0.5,609,0.20866593166983624,0.2816366789221308,0.6168342829757796
0.25,609,0.2173650019213509,0.29401186254453787,0.5966029320045083
