player_code,pen_now,pen_prev,penalties_order,declared_first,prev_taker,either
159533,0.0,0.0,,0.0,0.0,0.0
164555,0.0,0.0,,0.0,0.0,0.0
165153,0.0,0.0,,0.0,0.0,0.0
165659,0.0,0.0,,0.0,0.0,0.0
165809,0.0,0.0,,0.0,0.0,0.0
166477,0.0,0.0,,0.0,0.0,0.0
166989,0.0,1.0,,0.0,0.0,0.0
167074,0.0,0.0,,0.0,0.0,0.0
167191,0.0,0.0,,0.0,0.0,0.0
167199,0.0,0.0,,0.0,0.0,0.0
167512,0.0,0.0,,0.0,0.0,0.0
167887,0.0,0.0,,0.0,0.0,0.0
167888,0.0,0.0,,0.0,0.0,0.0
168636,0.0,0.0,,0.0,0.0,0.0
168991,0.0,0.0,,0.0,0.0,0.0
169187,0.0,0.0,,0.0,0.0,0.0
169359,0.0,0.0,,0.0,0.0,0.0
169528,1.0,0.0,4.0,0.0,0.0,0.0
169593,0.0,0.0,,0.0,0.0,0.0
171287,0.0,0.0,,0.0,0.0,0.0
171314,0.0,0.0,,0.0,0.0,0.0
171771,0.0,0.0,,0.0,0.0,0.0
172453,0.0,0.0,,0.0,0.0,0.0
172567,0.0,0.0,,0.0,0.0,0.0
172649,0.0,0.0,,0.0,0.0,0.0
172780,0.0,0.0,,0.0,0.0,0.0
172850,0.0,0.0,,0.0,0.0,0.0
173818,0.0,0.0,,0.0,0.0,0.0
173879,0.0,0.0,,0.0,0.0,0.0
174292,0.0,2.0,,0.0,1.0,1.0
174592,0.0,0.0,,0.0,0.0,0.0
174594,3.0,0.0,2.0,0.0,0.0,0.0
174874,0.0,0.0,,0.0,0.0,0.0
176297,0.0,1.0,,0.0,0.0,0.0
177815,5.0,0.0,1.0,1.0,0.0,1.0
178186,1.0,1.0,2.0,0.0,0.0,0.0
178301,0.0,2.0,3.0,0.0,1.0,1.0
179018,0.0,0.0,,0.0,0.0,0.0
179268,0.0,0.0,,0.0,0.0,0.0
