player_code,season,x,nx,pos,si,y,ny,pos_pred,w,player_pred,flat90,delta_vs_pos
61566,2017-18,78.91666666666667,12,MID,1,87.6774193548387,31,83.1,0.6766242025254809,80.26945541943508,90.0,-2.8305445805649185
61566,2018-19,87.6774193548387,31,MID,2,81.1875,16,83.1,0.8438794878379978,86.96279030078102,90.0,3.862790300781029
61858,2016-17,78.0,15,FWD,0,84.89655172413794,29,81.5,0.7234109190985335,78.96806178315514,90.0,-2.531938216844864
61933,2017-18,88.97297297297297,37,DEF,1,90.0,34,87.5,0.8657987767774127,88.77529819822618,90.0,1.2752981982261815
61933,2018-19,90.0,34,DEF,2,88.15384615384616,13,87.5,0.855666585386568,89.63916646346642,90.0,2.139166463466424
62398,2016-17,86.79310344827586,29,MID,0,89.58823529411765,34,83.1,0.8348902810601913,86.1833361759154,90.0,3.083336175915406
62398,2017-18,89.58823529411765,34,MID,1,88.33333333333333,27,83.1,0.855666585386568,88.65176613930225,90.0,5.551766139302259
62398,2018-19,88.33333333333333,27,MID,2,84.27777777777777,18,83.1,0.8248026562634164,87.41646723444521,90.0,4.316467234445213
62398,2019-20,84.27777777777777,18,MID,3,90.0,11,83.1,0.7583704151151263,83.9931918222467,90.0,0.8931918222467061
62398,2020-21,90.0,11,MID,4,82.2,15,83.1,0.6573009993574788,87.6353768955666,90.0,4.5353768955666
62399,2016-17,79.92857142857143,28,MID,0,83.06451612903226,31,83.1,0.829995980948208,80.46772703184998,90.0,-2.632272968150019
63370,2016-17,79.9,10,MID,0,85.58333333333333,12,83.1,0.635521733076294,81.06633045415586,90.0,-2.033669545844134
63426,2019-20,89.1891891891892,37,DEF,3,90.0,30,87.5,0.8657987767774127,88.96249793374564,90.0,1.462497933745638
66242,2017-18,89.08571428571429,35,MID,1,87.48275862068965,29,83.1,0.8592098049585397,88.24298440396612,90.0,5.142984403966125
66242,2018-19,87.48275862068965,29,MID,2,88.56666666666666,30,83.1,0.8348902810601913,86.75912257664656,90.0,3.659122576646567
66588,2020-21,89.44736842105263,38,DEF,4,89.84,25,87.5,0.8688672781338241,89.19200469952375,90.0,1.6920046995237499
66588,2021-22,89.84,25,DEF,5,89.04545454545455,22,87.5,0.8134021840999093,89.4033611107938,90.0,1.9033611107937958
66749,2016-17,89.25,36,FWD,0,89.54838709677419,31,81.5,0.8625832288761219,88.18502002378995,90.0,6.685020023789946
66749,2017-18,89.54838709677419,31,FWD,1,87.13636363636364,22,81.5,0.8438794878379978,88.29186878114776,90.0,6.791868781147755
66797,2016-17,90.0,28,GK,0,90.0,19,89.9,0.829995980948208,89.98299959809482,90.0,0.0829995980948155
66838,2017-18,78.25,12,FWD,1,80.2,10,81.5,0.6766242025254809,79.30097134179218,90.0,-2.1990286582078227
66975,2016-17,87.42857142857143,14,MID,0,89.57575757575758,33,83.1,0.7093958374782874,86.17067055365601,90.0,3.070670553656015
66975,2017-18,89.57575757575758,33,MID,1,90.0,38,83.1,0.8519404196346568,88.61695962654322,90.0,5.516959626543226
66975,2018-19,90.0,38,MID,2,87.89285714285714,28,83.1,0.8688672781338241,89.09518421912338,90.0,5.995184219123388
66975,2019-20,87.89285714285714,28,MID,3,85.51851851851852,27,83.1,0.829995980948208,87.07805216583033,90.0,3.9780521658303343
67089,2017-18,90.0,12,GK,1,90.0,38,89.9,0.6766242025254809,89.96766242025255,90.0,0.06766242025254599
67089,2018-19,90.0,38,GK,2,90.0,38,89.9,0.8688672781338241,89.98688672781338,90.0,0.08688672781337914
67089,2019-20,90.0,38,GK,3,90.0,13,89.9,0.8688672781338241,89.98688672781338,90.0,0.08688672781337914
67089,2020-21,90.0,13,GK,4,90.0,26,89.9,0.6938846251416729,89.96938846251417,90.0,0.06938846251416919
67089,2023-24,90.0,22,GK,7,90.0,10,89.9,0.7932186122041907,89.97932186122041,90.0,0.07932186122040719
67089,2024-25,90.0,10,GK,8,90.0,35,89.9,0.635521733076294,89.96355217330763,90.0,0.06355217330762741
67527,2016-17,88.25,28,DEF,0,88.76,25,87.5,0.829995980948208,88.12249698571115,90.0,0.6224969857111518
68312,2016-17,85.15789473684211,19,MID,0,87.02941176470588,34,83.1,0.7681391063467261,84.68074942411351,90.0,1.5807494241135203
68312,2017-18,87.02941176470588,34,MID,1,78.4,10,83.1,0.855666585386568,86.46226634728369,90.0,3.3622663472836933
68983,2016-17,90.0,36,DEF,0,90.0,25,87.5,0.8625832288761219,89.6564580721903,90.0,2.156458072190304
68983,2017-18,90.0,25,DEF,1,90.0,19,87.5,0.8134021840999093,89.53350546024977,90.0,2.0335054602497706
68983,2018-19,90.0,19,DEF,2,90.0,17,87.5,0.7681391063467261,89.42034776586681,90.0,1.9203477658668078
68983,2019-20,90.0,17,DEF,3,90.0,34,87.5,0.747742375132532,89.36935593783133,90.0,1.8693559378313296
68983,2020-21,90.0,34,DEF,4,87.1,20,87.5,0.855666585386568,89.63916646346642,90.0,2.139166463466424
69140,2016-17,90.0,25,DEF,0,88.52,25,87.5,0.8134021840999093,89.53350546024977,90.0,2.0335054602497706
69140,2017-18,88.52,25,DEF,1,87.96428571428571,28,87.5,0.8134021840999093,88.3296702277819,90.0,0.8296702277819037
69140,2018-19,87.96428571428571,28,DEF,2,88.23076923076923,13,87.5,0.829995980948208,87.88535527686881,90.0,0.38535527686880755
69752,2022-23,90.0,26,GK,6,90.0,32,89.9,0.8192820394525251,89.98192820394526,90.0,0.08192820394525313
72222,2020-21,85.0,24,MID,4,82.58823529411765,17,83.1,0.8071268463216613,84.63354100801115,90.0,1.5335410080111558
73426,2016-17,84.73913043478261,23,FWD,0,79.25,16,81.5,0.8004147369923426,84.09264773504042,90.0,2.5926477350404156
73426,2017-18,79.25,16,FWD,1,79.33333333333333,12,81.5,0.736136374297603,79.84369315783039,90.0,-1.656306842169613
74033,2016-17,88.4,35,MID,0,88.04761904761905,21,83.1,0.8592098049585397,87.65381196628026,90.0,4.553811966280264
74208,2016-17,89.96428571428571,28,MID,0,85.75,24,83.1,0.829995980948208,88.79732955493733,90.0,5.69732955493734
74208,2017-18,85.75,24,MID,1,88.0,34,83.1,0.8071268463216613,85.2388861427524,90.0,2.138886142752412
74208,2018-19,88.0,34,MID,2,84.92307692307692,13,83.1,0.855666585386568,87.29276626839417,90.0,4.19276626839418
74208,2019-20,84.92307692307692,13,MID,3,87.15,20,83.1,0.6938846251416729,84.36500504737366,90.0,1.2650050473736627
74208,2020-21,87.15,20,MID,4,82.13333333333334,15,83.1,0.7771486250823768,86.24745193158364,90.0,3.147451931583646
74230,2016-17,87.88888888888889,27,DEF,0,89.30434782608695,23,87.5,0.8248026562634164,87.82075658854689,90.0,0.32075658854688527
74230,2017-18,89.30434782608695,23,DEF,1,89.77142857142857,35,87.5,0.8004147369923426,88.9442265906601,90.0,1.4442265906600937
74230,2018-19,89.77142857142857,35,DEF,2,88.53571428571429,28,87.5,0.8592098049585397,89.45163369983439,90.0,1.9516336998343888
74230,2019-20,88.53571428571429,28,DEF,3,90.0,19,87.5,0.829995980948208,88.3596386945535,90.0,0.859638694553496
74471,2017-18,87.17647058823529,34,MID,1,88.88,25,83.1,0.855666585386568,86.58809966866406,90.0,3.488099668664063
74471,2018-19,88.88,25,MID,2,84.22727272727273,22,83.1,0.8134021840999093,87.80146462409748,90.0,4.701464624097483
75115,2016-17,79.14285714285714,14,FWD,0,81.8695652173913,23,81.5,0.7093958374782874,79.82785266880117,90.0,-1.672147331198829
75115,2017-18,81.8695652173913,23,FWD,1,86.06896551724138,29,81.5,0.8004147369923426,81.79580544627977,90.0,0.2958054462797719
75115,2018-19,86.06896551724138,29,FWD,2,87.875,32,81.5,0.8348902810601913,85.31458490484398,90.0,3.814584904843983
75115,2019-20,87.875,32,FWD,3,88.95454545454545,22,81.5,0.8480167631939919,86.90610686536169,90.0,5.406106865361693
75115,2020-21,88.95454545454545,22,FWD,4,87.2,15,81.5,0.7932186122041907,87.4130842000676,90.0,5.913084200067601
75115,2021-22,87.2,15,FWD,5,77.9,20,81.5,0.7234109190985335,85.62344223886164,90.0,4.123442238861642
76359,2016-17,90.0,17,DEF,0,88.68181818181819,22,87.5,0.747742375132532,89.36935593783133,90.0,1.8693559378313296
76359,2017-18,88.68181818181819,22,DEF,1,90.0,12,87.5,0.7932186122041907,88.43744017805949,90.0,0.9374401780594894
76542,2016-17,79.85714285714286,14,MID,0,86.65,20,83.1,0.7093958374782874,80.79953064132042,90.0,-2.300469358679578
76542,2017-18,86.65,20,MID,1,86.07142857142857,14,83.1,0.7771486250823768,85.85887761904245,90.0,2.758877619042451
77359,2017-18,90.0,23,DEF,1,87.83333333333333,12,87.5,0.8004147369923426,89.50103684248086,90.0,2.0010368424808576
77794,2017-18,89.19047619047619,21,DEF,1,89.24,25,87.5,0.7854841596035032,88.82784226980593,90.0,1.3278422698059273
77794,2022-23,87.94736842105263,38,DEF,6,86.96,25,87.5,0.8688672781338241,87.88870378232302,90.0,0.38870378232302016
77794,2023-24,86.96,25,DEF,7,80.91666666666667,12,87.5,0.8134021840999093,87.06076282058605,90.0,-0.4392371794139507
77794,2024-25,80.91666666666667,12,DEF,8,84.27777777777777,18,87.5,0.6766242025254809,83.04555733337392,90.0,-4.454442666626079
78007,2016-17,84.6,30,MID,0,87.5,26,83.1,0.8395106600310144,84.35926599004652,90.0,1.2592659900465293
78007,2017-18,87.5,26,FWD,1,86.67647058823529,34,81.5,0.8192820394525251,86.41569223671516,90.0,4.915692236715159
78007,2018-19,86.67647058823529,34,FWD,2,83.30434782608695,23,81.5,0.855666585386568,85.92933291258929,90.0,4.429332912589288
78056,2016-17,90.0,34,MID,0,87.71875,32,83.1,0.855666585386568,89.00409943916732,90.0,5.904099439167325
78056,2017-18,87.71875,32,MID,1,86.42857142857143,21,83.1,0.8480167631939919,87.01677742500225,90.0,3.916777425002252
78056,2018-19,86.42857142857143,21,MID,2,85.2,20,83.1,0.7854841596035032,85.71454013125167,90.0,2.6145401312516725
78056,2019-20,85.2,20,MID,3,88.3157894736842,19,83.1,0.7771486250823768,84.73201211267299,90.0,1.6320121126729958
78056,2020-21,88.3157894736842,19,MID,4,86.78125,32,83.1,0.7681391063467261,87.10645186520844,90.0,4.006451865208447
78356,2016-17,78.27272727272727,11,FWD,0,80.4,10,81.5,0.6573009993574788,79.37871041116449,90.0,-2.121289588835509
78412,2016-17,70.875,16,FWD,0,74.9090909090909,11,81.5,0.736136374297603,73.67855102308798,90.0,-7.8214489769120235
78830,2016-17,85.96551724137932,29,FWD,0,88.32352941176471,34,81.5,0.8348902810601913,85.22821694473431,90.0,3.7282169447343136
78830,2017-18,88.32352941176471,34,FWD,1,89.14814814814815,27,81.5,0.855666585386568,87.33866611204952,90.0,5.838666112049523
78830,2018-19,89.14814814814815,27,FWD,2,89.24137931034483,29,81.5,0.8248026562634164,87.80821290808872,90.0,6.30821290808872
78830,2019-20,89.24137931034483,29,FWD,3,89.3529411764706,34,81.5,0.8348902810601913,87.96320234820735,90.0,6.463202348207346
78830,2020-21,89.3529411764706,34,FWD,4,89.25,36,81.5,0.855666585386568,88.21949936171217,90.0,6.719499361712167
78830,2021-22,89.25,36,FWD,5,89.63157894736842,38,81.5,0.8625832288761219,88.18502002378995,90.0,6.685020023789946
78916,2019-20,90.0,31,DEF,3,88.5909090909091,22,87.5,0.8438794878379978,89.609698719595,90.0,2.109698719595002
78916,2020-21,88.5909090909091,22,DEF,4,90.0,26,87.5,0.7932186122041907,88.36532939513185,90.0,0.8653293951318517
78916,2021-22,90.0,26,DEF,5,87.45714285714286,35,87.5,0.8192820394525251,89.54820509863131,90.0,2.048205098631314
78916,2022-23,87.45714285714286,35,DEF,6,86.96666666666667,30,87.5,0.8592098049585397,87.46317672264462,90.0,-0.03682327735538138
78916,2023-24,86.96666666666667,30,DEF,7,90.0,37,87.5,0.8395106600310144,87.05226098131679,90.0,-0.4477390186832082
78916,2024-25,90.0,37,DEF,8,87.79166666666667,24,87.5,0.8657987767774127,89.66449694194353,90.0,2.1644969419435256
79619,2017-18,85.11111111111111,27,MID,1,87.36,25,83.1,0.8248026562634164,84.75876978648532,90.0,1.6587697864853226
79934,2019-20,85.17142857142858,35,MID,3,82.78260869565217,23,83.1,0.8592098049585397,84.87979173884268,90.0,1.7797917388426896
80146,2017-18,87.7741935483871,31,FWD,1,79.57142857142857,14,81.5,0.8438794878379978,86.79466323820938,90.0,5.294663238209381
80146,2018-19,79.57142857142857,14,FWD,2,85.08108108108108,37,81.5,0.7093958374782874,80.13187945629187,90.0,-1.3681205437081303
80146,2019-20,85.08108108108108,37,FWD,3,83.91304347826087,23,81.5,0.8657987767774127,84.60049561954074,90.0,3.1004956195407374
80146,2020-21,83.91304347826087,23,FWD,4,83.42857142857143,21,81.5,0.8004147369923426,83.43143556100327,90.0,1.9314355610032692
80146,2021-22,83.42857142857143,21,FWD,5,83.0,30,81.5,0.7854841596035032,83.01486230780677,90.0,1.5148623078067658
80146,2022-23,83.0,30,MID,6,83.58620689655173,29,83.1,0.8395106600310144,83.0160489339969,90.0,-0.08395106600309532
80146,2023-24,83.58620689655173,29,MID,7,78.27777777777777,18,83.1,0.8348902810601913,83.50592941251548,90.0,0.40592941251549064
80201,2018-19,90.0,31,GK,2,90.0,29,89.9,0.8438794878379978,89.9843879487838,90.0,0.08438794878379952
80201,2019-20,90.0,29,GK,3,89.45714285714286,35,89.9,0.8348902810601913,89.98348902810602,90.0,0.08348902810601544
80201,2022-23,90.0,36,GK,6,90.0,38,89.9,0.8625832288761219,89.98625832288762,90.0,0.08625832288761615
80201,2023-24,90.0,38,GK,7,90.0,38,89.9,0.8688672781338241,89.98688672781338,90.0,0.08688672781337914
80201,2024-25,90.0,38,GK,8,90.0,38,89.9,0.8688672781338241,89.98688672781338,90.0,0.08688672781337914
80226,2019-20,88.16666666666667,30,DEF,3,86.66666666666667,18,87.5,0.8395106600310144,88.059673773354,90.0,0.5596737733540067
80447,2016-17,90.0,23,DEF,0,88.91304347826087,23,87.5,0.8004147369923426,89.50103684248086,90.0,2.0010368424808576
80447,2017-18,88.91304347826087,23,DEF,1,89.29411764705883,17,87.5,0.8004147369923426,88.63102082401092,90.0,1.1310208240109176
80607,2016-17,87.75,36,MID,0,86.97297297297297,37,83.1,0.8625832288761219,87.11101201427397,90.0,4.011012014273973
80607,2017-18,86.97297297297297,37,MID,1,89.36666666666666,30,83.1,0.8657987767774127,86.45321526249198,90.0,3.353215262491986
80607,2018-19,89.36666666666666,30,MID,2,87.5,10,83.1,0.8395106600310144,88.3609334695277,90.0,5.2609334695277
80607,2021-22,90.0,10,MID,5,80.24,25,83.1,0.635521733076294,87.48509995822643,90.0,4.385099958226434
80607,2022-23,80.24,25,MID,6,84.6,10,83.1,0.8134021840999093,80.77366975347427,90.0,-2.3263302465257283
80607,2023-24,84.6,10,MID,7,80.45454545454545,11,83.1,0.635521733076294,84.05328259961443,90.0,0.9532825996144396
80801,2016-17,87.10344827586206,29,MID,0,86.0,31,83.1,0.8348902810601913,86.44244005624442,90.0,3.3424400562444276
80801,2017-18,86.0,31,MID,1,87.6875,32,83.1,0.8438794878379978,85.5472505147302,90.0,2.4472505147302
80801,2022-23,83.75,28,MID,6,86.0,19,83.1,0.829995980948208,83.63949738761633,90.0,0.5394973876163363
80801,2023-24,86.0,19,MID,7,86.37142857142857,35,83.1,0.7681391063467261,85.32760340840551,90.0,2.227603408405514
80801,2024-25,86.37142857142857,35,MID,8,86.75,24,83.1,0.8592098049585397,85.91084350479292,90.0,2.8108435047929277
80954,2020-21,79.0,10,FWD,4,85.4090909090909,22,81.5,0.635521733076294,79.91119566730927,90.0,-1.588804332690728
80954,2021-22,85.4090909090909,22,FWD,5,79.3,20,81.5,0.7932186122041907,84.6007636658891,90.0,3.1007636658891045
81012,2018-19,89.36363636363636,11,DEF,2,89.54166666666667,24,87.5,0.6573009993574788,88.72497004425712,90.0,1.2249700442571196
81880,2016-17,78.41176470588235,17,MID,0,81.5,16,83.1,0.747742375132532,79.5944078059963,90.0,-3.5055921940036967
82263,2016-17,88.56666666666666,30,DEF,0,88.48387096774194,31,87.5,0.8395106600310144,88.3954780373664,90.0,0.8954780373664022
82263,2017-18,88.48387096774194,31,DEF,1,89.0,31,87.5,0.8438794878379978,88.33026852835674,90.0,0.8302685283567399
82263,2018-19,89.0,31,DEF,2,86.4375,16,87.5,0.8438794878379978,88.765819231757,90.0,1.265819231757007
82263,2019-20,86.4375,16,DEF,3,87.6,10,87.5,0.736136374297603,86.7178551023088,90.0,-0.7821448976911967
82263,2020-21,87.6,10,DEF,4,85.25,24,87.5,0.635521733076294,87.56355217330763,90.0,0.06355217330762741
82403,2016-17,88.05882352941177,34,MID,0,89.42857142857143,28,83.1,0.855666585386568,87.34309959694633,90.0,4.243099596946337
82403,2017-18,89.42857142857143,28,MID,1,89.32352941176471,34,83.1,0.829995980948208,88.35268885085794,90.0,5.25268885085795
82403,2018-19,89.32352941176471,34,FWD,2,90.0,36,81.5,0.855666585386568,88.1943326974361,90.0,6.694332697436096
82403,2019-20,90.0,36,MID,3,89.64285714285714,28,83.1,0.8625832288761219,89.05182427924524,90.0,5.951824279245244
82403,2020-21,89.64285714285714,28,MID,4,89.1,30,83.1,0.829995980948208,88.5305451324897,90.0,5.430545132489712
82403,2021-22,89.1,30,MID,5,87.76,25,83.1,0.8395106600310144,88.13706396018608,90.0,5.037063960186089
82514,2022-23,89.90625,32,DEF,6,87.52941176470588,17,87.5,0.8480167631939919,89.54054033643554,90.0,2.040540336435541
82691,2019-20,90.0,38,DEF,3,90.0,30,87.5,0.8688672781338241,89.67216819533455,90.0,2.1721681953345495
83283,2016-17,85.58064516129032,31,MID,0,82.35,20,83.1,0.8438794878379978,85.19336556821749,90.0,2.093365568217493
83283,2017-18,82.35,20,MID,1,88.38888888888889,36,83.1,0.7771486250823768,82.51713853118821,90.0,-0.5828614688117852
83283,2018-19,88.38888888888889,36,MID,2,88.73333333333333,30,83.1,0.8625832288761219,87.66210685494482,90.0,4.56210685494483
83283,2019-20,88.73333333333333,30,MID,3,88.9375,16,83.1,0.8395106600310144,87.82924338484139,90.0,4.729243384841396
83283,2020-21,88.9375,16,MID,4,86.47368421052632,19,83.1,0.736136374297603,87.39719608496225,90.0,4.297196084962252
83299,2017-18,90.0,38,DEF,1,89.48571428571428,35,87.5,0.8688672781338241,89.67216819533455,90.0,2.1721681953345495
83299,2018-19,89.48571428571428,35,DEF,2,89.72222222222223,36,87.5,0.8592098049585397,89.20614518413194,90.0,1.706145184131941
83299,2019-20,89.72222222222223,36,DEF,3,90.0,32,87.5,0.8625832288761219,89.41685161972471,90.0,1.91685161972471
83299,2020-21,90.0,32,DEF,4,90.0,28,87.5,0.8480167631939919,89.62004190798498,90.0,2.1200419079849837
83299,2021-22,90.0,28,DEF,5,90.0,36,87.5,0.829995980948208,89.57498995237052,90.0,2.0749899523705153
