season,team,opp,md,rest,opp_rest,rest_diff,resid
1718,Newcastle,Huddersfield,31,21.0,14.0,7.0,1.2043094596415418
1718,Newcastle,Leicester,32,6.0,6.0,0.0,-0.7532636706897076
1718,Newcastle,Arsenal,33,7.0,6.0,1.0,-0.324676209784978
1718,Newcastle,Everton,34,8.0,9.0,-1.0,-0.677954029351425
1718,Newcastle,West Brom,35,4.0,7.0,-3.0,0.2595072738883972
1718,Newcastle,Watford,36,7.0,4.0,3.0,-0.4939850562788606
1718,Newcastle,Tottenham,37,4.0,4.0,0.0,0.07913512458010119
1718,Newcastle,Chelsea,38,3.0,3.0,0.0,1.3491858692127505
1718,Southampton,West Ham,2,7.0,5.0,2.0,-0.7112065991478491
1718,Southampton,Huddersfield,3,7.0,6.0,1.0,-0.18572451805572787
1718,Southampton,Watford,4,14.0,14.0,0.0,-0.8936253112751851
1718,Southampton,Crystal Palace,5,6.0,5.0,1.0,0.06158968660681663
1718,Southampton,Man United,6,7.0,5.0,2.0,-0.25834835479623375
1718,Southampton,Stoke,7,7.0,7.0,0.0,0.1783511054050093
1718,Southampton,Newcastle,8,15.0,13.0,2.0,-0.23045471762694725
1718,Southampton,West Brom,9,6.0,4.0,2.0,0.8272811618173634
1718,Southampton,Brighton,10,7.0,8.0,-1.0,-0.48450780075519695
1718,Southampton,Burnley,11,6.0,4.0,2.0,-0.4092722474803151
1718,Southampton,Liverpool,12,14.0,13.0,1.0,-0.06725975410674634
1718,Southampton,Everton,13,7.0,7.0,0.0,0.6890422257647835
1718,Southampton,Man City,14,3.0,3.0,0.0,1.2413128383092125
1718,Southampton,Bournemouth,15,3.0,3.0,0.0,-0.2653141931922163
1718,Southampton,Arsenal,16,6.0,7.0,-1.0,0.12432336225340812
1718,Southampton,Leicester,17,3.0,4.0,-1.0,-0.030547707096814536
1718,Southampton,Chelsea,18,2.0,3.0,-1.0,-0.0709373031035686
1718,Southampton,Huddersfield,19,7.0,7.0,0.0,0.5357731195106561
1718,Southampton,Tottenham,20,2.0,2.0,0.0,-0.08641960052457143
1718,Southampton,Man United,21,4.0,4.0,0.0,-0.015674279259186186
1718,Southampton,Crystal Palace,22,3.0,2.0,1.0,-0.8440016004340811
1718,Southampton,Watford,23,10.0,10.0,0.0,-0.14245704237030643
1718,Southampton,Tottenham,24,8.0,7.0,1.0,0.3222628617294464
1718,Southampton,Brighton,25,10.0,11.0,-1.0,0.014686311444139566
1718,Southampton,West Brom,26,2.0,2.0,0.0,0.02076697265229832
1718,Southampton,Liverpool,27,8.0,7.0,1.0,0.08133516315594291
1718,Southampton,Burnley,28,12.0,14.0,-2.0,-0.31959728208784666
1718,Southampton,Stoke,29,7.0,7.0,0.0,-0.5474036846570575
1718,Southampton,Newcastle,30,7.0,6.0,1.0,-0.4697715723935859
1718,Southampton,West Ham,31,21.0,21.0,0.0,-0.6403145456305912
1718,Southampton,Arsenal,32,7.0,6.0,1.0,1.272865050281324
1718,Southampton,Chelsea,33,5.0,5.0,0.0,0.4862794946711191
1718,Southampton,Leicester,34,5.0,5.0,0.0,-0.2861792956280793
1718,Southampton,Bournemouth,35,8.0,9.0,-1.0,0.1728888445508976
1718,Southampton,Everton,36,7.0,7.0,0.0,-0.411158529631401
1718,Southampton,Swansea,37,3.0,3.0,0.0,0.33250660658438136
1718,Southampton,Man City,38,4.0,3.0,1.0,-0.0632453527281105
1718,Stoke,Arsenal,2,7.0,7.0,0.0,-0.2606896341835354
1718,Stoke,West Brom,3,7.0,7.0,0.0,0.13109131140659236
1718,Stoke,Man United,4,13.0,14.0,-1.0,0.576142422531082
1718,Stoke,Newcastle,5,6.0,5.0,1.0,-0.1655964284078989
1718,Stoke,Chelsea,6,7.0,6.0,1.0,-0.10063307664922305
1718,Stoke,Southampton,7,7.0,7.0,0.0,0.9484104814579897
1718,Stoke,Man City,8,14.0,13.0,1.0,0.2761814271849705
1718,Stoke,Bournemouth,9,7.0,7.0,0.0,0.2492522626026541
1718,Stoke,Watford,10,7.0,6.0,1.0,-0.09174636281136817
1718,Stoke,Leicester,11,6.0,5.0,1.0,0.2304586505395143
1718,Stoke,Brighton,12,16.0,16.0,0.0,0.3100185081164364
1718,Stoke,Crystal Palace,13,4.0,7.0,-3.0,-0.2881249147683531
1718,Stoke,Liverpool,14,4.0,4.0,0.0,0.173807964436283
1718,Stoke,Swansea,15,2.0,2.0,0.0,0.014727139813640822
1718,Stoke,Tottenham,16,7.0,7.0,0.0,0.1594673394598609
1718,Stoke,Burnley,17,3.0,3.0,0.0,0.06444599894145642
1718,Stoke,West Ham,18,3.0,2.0,1.0,-0.17564041399095842
1718,Stoke,West Brom,19,6.0,6.0,0.0,0.7577744270389961
1718,Stoke,Huddersfield,20,3.0,3.0,0.0,0.3452796592821452
1718,Stoke,Chelsea,21,4.0,4.0,0.0,-0.2906561850766357
1718,Stoke,Newcastle,22,2.0,2.0,0.0,0.46979444855772967
1718,Stoke,Man United,23,14.0,14.0,0.0,0.7223062539968491
1718,Stoke,Huddersfield,24,4.0,7.0,-3.0,-0.05884012595901644
1718,Stoke,Watford,25,11.0,11.0,0.0,-0.3441479681858426
1718,Stoke,Bournemouth,26,2.0,2.0,0.0,-0.3825923459754679
1718,Stoke,Brighton,27,7.0,7.0,0.0,-0.461932437988793
1718,Stoke,Leicester,28,13.0,13.0,0.0,-0.649929951291794
1718,Stoke,Southampton,29,7.0,7.0,0.0,-0.4081359379022806
1718,Stoke,Man City,30,9.0,8.0,1.0,-0.3390753371878674
1718,Stoke,Everton,31,4.0,7.0,-3.0,-0.2211645670195963
1718,Stoke,Arsenal,32,14.0,21.0,-7.0,-0.4358622347131303
1718,Stoke,Tottenham,33,6.0,5.0,1.0,0.6787460639423922
1718,Stoke,West Ham,34,9.0,8.0,1.0,0.46460357316022916
1718,Stoke,Burnley,35,5.0,2.0,3.0,-0.6872833745278342
1718,Stoke,Liverpool,36,5.0,7.0,-2.0,0.22838464512234247
1718,Stoke,Crystal Palace,37,7.0,6.0,1.0,-0.3722241484106177
1718,Stoke,Swansea,38,8.0,4.0,4.0,-0.013281734376211718
1718,Swansea,Man United,2,6.0,5.0,1.0,-0.47117733425815844
1718,Swansea,Crystal Palace,3,7.0,7.0,0.0,0.1970863363874047
1718,Swansea,Newcastle,4,15.0,15.0,0.0,0.6202289263493898
1718,Swansea,Tottenham,5,6.0,7.0,-1.0,-0.3413218671044261
1718,Swansea,Watford,6,6.0,7.0,-1.0,0.6125100731221828
1718,Swansea,West Ham,7,7.0,7.0,0.0,-0.6161824088551364
1718,Swansea,Huddersfield,8,14.0,14.0,0.0,0.7753899716377541
1718,Swansea,Leicester,9,7.0,4.0,3.0,-0.27979391593717007
1718,Swansea,Arsenal,10,7.0,6.0,1.0,0.18174173710412234
1718,Swansea,Brighton,11,7.0,6.0,1.0,0.32484749175112704
1718,Swansea,Burnley,12,14.0,14.0,0.0,-0.2841053619726294
1718,Swansea,Bournemouth,13,7.0,7.0,0.0,-0.2558789001444226
1718,Swansea,Chelsea,14,4.0,4.0,0.0,-0.43998122225050174
1718,Swansea,Stoke,15,2.0,2.0,0.0,-0.5929671503432301
1718,Swansea,West Brom,16,7.0,7.0,0.0,0.1368227627279167
1718,Swansea,Man City,17,4.0,3.0,1.0,0.17282403683160014
1718,Swansea,Everton,18,5.0,5.0,0.0,0.0013061121503562534
1718,Swansea,Crystal Palace,19,4.0,7.0,-3.0,-0.39608771389029773
1718,Swansea,Liverpool,20,3.0,3.0,0.0,-0.18957549284779412
1718,Swansea,Watford,21,3.0,4.0,-1.0,0.5835502061901493
1718,Swansea,Tottenham,22,3.0,7.0,-4.0,-0.2089565656956071
1718,Swansea,Newcastle,23,10.0,12.0,-2.0,0.18910116535297583
1718,Swansea,Liverpool,24,9.0,8.0,1.0,-0.06645893839130113
1718,Swansea,Arsenal,25,7.0,10.0,-3.0,1.5784070604146714
1718,Swansea,Leicester,26,3.0,2.0,1.0,-0.1154203837055543
1718,Swansea,Burnley,27,7.0,7.0,0.0,-0.03299933000672117
1718,Swansea,Brighton,28,14.0,14.0,0.0,-0.30858288930072947
1718,Swansea,West Ham,29,7.0,7.0,0.0,0.5738242323186198
1718,Swansea,Huddersfield,30,7.0,7.0,0.0,-0.717743455523667
1718,Swansea,Man United,31,21.0,21.0,0.0,-0.49423800902775983
1718,Swansea,West Brom,32,6.0,6.0,0.0,-0.05802775226160417
1718,Swansea,Everton,33,7.0,7.0,0.0,0.26066218314853307
1718,Swansea,Man City,34,8.0,7.0,1.0,-0.0427114945400866
1718,Swansea,Chelsea,35,6.0,8.0,-2.0,-0.08630172819800142
1718,Swansea,Bournemouth,36,6.0,7.0,-1.0,0.08670862308036453
1718,Swansea,Southampton,37,3.0,3.0,0.0,-0.4265745995518795
1718,Swansea,Stoke,38,4.0,8.0,-4.0,0.5904499303190003
1718,Tottenham,Chelsea,2,7.0,8.0,-1.0,-0.6318245486368494
1718,Tottenham,Burnley,3,7.0,8.0,-1.0,0.33295806869973443
1718,Tottenham,Everton,4,12.0,13.0,-1.0,0.41500899014910364
1718,Tottenham,Swansea,5,7.0,6.0,1.0,-1.2037464804406384
1718,Tottenham,West Ham,6,6.0,6.0,0.0,-0.3757259739815424
1718,Tottenham,Huddersfield,7,7.0,6.0,1.0,-0.09088630093383121
1718,Tottenham,Bournemouth,8,14.0,14.0,0.0,-0.6562764448483349
1718,Tottenham,Liverpool,9,8.0,8.0,0.0,1.319706868196356
1718,Tottenham,Man United,10,5.0,6.0,-1.0,-0.36978964603722897
1718,Tottenham,Crystal Palace,11,7.0,7.0,0.0,-1.1776678724397387
1718,Tottenham,Arsenal,12,13.0,12.0,1.0,-0.9133322097027693
1718,Tottenham,West Brom,13,7.0,7.0,0.0,-0.09654763125360688
1718,Tottenham,Leicester,14,3.0,3.0,0.0,0.9282614600294807
1718,Tottenham,Watford,15,3.0,3.0,0.0,-0.8940190501505468
1718,Tottenham,Stoke,16,7.0,7.0,0.0,1.4442503650303515
1718,Tottenham,Brighton,17,4.0,4.0,0.0,-0.2454614085154474
1718,Tottenham,Man City,18,2.0,2.0,0.0,-0.6004723809247612
1718,Tottenham,Burnley,19,7.0,7.0,0.0,0.901669724858323
1718,Tottenham,Southampton,20,2.0,2.0,0.0,1.2057812141059585
1718,Tottenham,Swansea,21,7.0,3.0,4.0,-0.32698682997326456
1718,Tottenham,West Ham,22,2.0,2.0,0.0,-0.591017809807715
1718,Tottenham,Everton,23,8.0,12.0,-4.0,2.057648670955112
1718,Tottenham,Southampton,24,7.0,8.0,-1.0,-0.2271049832993295
1718,Tottenham,Man United,25,10.0,11.0,-1.0,0.22737102952175592
1718,Tottenham,Liverpool,26,3.0,4.0,-1.0,-0.04043495350675652
1718,Tottenham,Arsenal,27,5.0,6.0,-1.0,0.792945190988972
1718,Tottenham,Crystal Palace,28,14.0,14.0,0.0,-0.12059862813912003
1718,Tottenham,Huddersfield,29,6.0,7.0,-1.0,-0.38510462483825325
1718,Tottenham,Bournemouth,30,8.0,8.0,0.0,0.39768161864395735
1718,Tottenham,Chelsea,31,21.0,21.0,0.0,0.2822672046749788
1718,Tottenham,Stoke,32,5.0,6.0,-1.0,-0.30349675287004363
1718,Tottenham,Man City,33,7.0,7.0,0.0,-0.5138925128054554
1718,Tottenham,Brighton,34,3.0,3.0,0.0,-0.367561486791701
1718,Tottenham,Watford,35,13.0,9.0,4.0,-0.2935156468980664
1718,Tottenham,West Brom,36,4.0,7.0,-3.0,-0.673120515825792
1718,Tottenham,Newcastle,37,4.0,4.0,0.0,-1.1565997735376876
1718,Tottenham,Leicester,38,3.0,3.0,0.0,-0.09929757149296559
1718,Watford,Bournemouth,2,7.0,7.0,0.0,0.8601434463087161
1718,Watford,Brighton,3,7.0,7.0,0.0,-1.026519935122943
1718,Watford,Southampton,4,14.0,14.0,0.0,-0.3687591924501926
1718,Watford,Man City,5,7.0,7.0,0.0,0.21200856478973806
1718,Watford,Swansea,6,7.0,6.0,1.0,0.05728154742142344
1718,Watford,West Brom,7,7.0,4.0,3.0,0.6106567391956979
1718,Watford,Arsenal,8,14.0,13.0,1.0,-0.26446806550096036
1718,Watford,Chelsea,9,7.0,7.0,0.0,1.1134450739235713
1718,Watford,Stoke,10,6.0,7.0,-1.0,-0.4550443011090832
1718,Watford,Everton,11,8.0,7.0,1.0,0.20752719997883262
1718,Watford,West Ham,12,13.0,14.0,-1.0,-0.13732239235409271
1718,Watford,Newcastle,13,5.0,6.0,-1.0,1.054540156712925
1718,Watford,Man United,14,3.0,3.0,0.0,-0.5698503541013321
1718,Watford,Tottenham,15,3.0,3.0,0.0,-0.5092711064181104
1718,Watford,Burnley,16,7.0,7.0,0.0,-0.19721717798632865
1718,Watford,Crystal Palace,17,3.0,3.0,0.0,0.31097846832774634
1718,Watford,Huddersfield,18,3.0,3.0,0.0,-0.6597043977713065
1718,Watford,Brighton,19,7.0,7.0,0.0,0.23250082523786064
1718,Watford,Leicester,20,3.0,2.0,1.0,0.23762093999496803
1718,Watford,Swansea,21,4.0,3.0,1.0,-0.29287110659229576
1718,Watford,Man City,22,3.0,2.0,1.0,0.4819882955630551
1718,Watford,Southampton,23,10.0,10.0,0.0,0.5142020526657809
1718,Watford,Leicester,24,7.0,7.0,0.0,-0.23283262478392475
1718,Watford,Stoke,25,11.0,11.0,0.0,-0.5570424500869263
1718,Watford,Chelsea,26,5.0,5.0,0.0,0.5286787609810306
1718,Watford,West Ham,27,4.0,7.0,-3.0,-0.32909489685513105
1718,Watford,Everton,28,14.0,14.0,0.0,-0.723957557979545
1718,Watford,West Brom,29,6.0,7.0,-1.0,-0.0066109018853903745
1718,Watford,Arsenal,30,7.0,7.0,0.0,-0.14314237162869858
1718,Watford,Liverpool,31,6.0,7.0,-1.0,-0.3008123557452543
1718,Watford,Bournemouth,32,13.0,14.0,-1.0,-0.851723467777738
1718,Watford,Burnley,33,6.0,6.0,0.0,0.12193319871850328
1718,Watford,Huddersfield,34,7.0,7.0,0.0,-0.7133537737961606
1718,Watford,Crystal Palace,35,7.0,7.0,0.0,-0.7446511869450015
1718,Watford,Tottenham,36,9.0,13.0,-4.0,0.665520340695128
1718,Watford,Newcastle,37,4.0,7.0,-3.0,0.6704444612429092
1718,Watford,Man United,38,8.0,2.0,6.0,-0.24502463464107616
1718,West Brom,Burnley,2,7.0,7.0,0.0,-0.1976655097607234
1718,West Brom,Stoke,3,7.0,7.0,0.0,-0.455229016777418
1718,West Brom,Brighton,4,13.0,14.0,-1.0,-0.027138505905180965
1718,West Brom,West Ham,5,7.0,4.0,3.0,-0.375444620349238
1718,West Brom,Arsenal,6,9.0,8.0,1.0,-0.010653103350047544
1718,West Brom,Watford,7,4.0,7.0,-3.0,0.874110141524205
1718,West Brom,Leicester,8,16.0,16.0,0.0,-0.6596289407429329
1718,West Brom,Southampton,9,4.0,6.0,-2.0,-0.28821704270971027
1718,West Brom,Man City,10,6.0,7.0,-1.0,0.623105621665383
1718,West Brom,Huddersfield,11,7.0,7.0,0.0,-0.47137717891633807
1718,West Brom,Chelsea,12,14.0,12.0,2.0,-0.1099698085166293
1718,West Brom,Tottenham,13,7.0,7.0,0.0,0.12809452205701288
1718,West Brom,Newcastle,14,3.0,3.0,0.0,-0.1837478319945106
1718,West Brom,Crystal Palace,15,3.0,3.0,0.0,0.5309282763172856
1718,West Brom,Swansea,16,7.0,7.0,0.0,-0.7528101277155481
1718,West Brom,Liverpool,17,4.0,3.0,1.0,-0.028302851909396187
1718,West Brom,Man United,18,3.0,3.0,0.0,0.15413513012058355
1718,West Brom,Stoke,19,6.0,6.0,0.0,0.9681862940740291
1718,West Brom,Everton,20,3.0,3.0,0.0,0.06778725029264021
1718,West Brom,Arsenal,21,5.0,2.0,3.0,-0.31890029601643477
1718,West Brom,West Ham,22,2.0,7.0,-5.0,-0.30956185963508653
1718,West Brom,Brighton,23,10.0,12.0,-2.0,0.2900599099457193
1718,West Brom,Everton,24,7.0,6.0,1.0,0.44050839311651824
1718,West Brom,Man City,25,11.0,11.0,0.0,-0.2864531338113899
1718,West Brom,Southampton,26,2.0,2.0,0.0,-0.09383674947751008
1718,West Brom,Chelsea,27,9.0,7.0,2.0,0.05675957040302637
1718,West Brom,Huddersfield,28,11.0,13.0,-2.0,0.45642385024690224
1718,West Brom,Watford,29,7.0,6.0,1.0,0.22172095296467342
1718,West Brom,Leicester,30,7.0,7.0,0.0,-0.637118471268098
1718,West Brom,Bournemouth,31,7.0,5.0,2.0,0.6425874563320226
1718,West Brom,Burnley,32,14.0,21.0,-7.0,-0.6472168938415381
1718,West Brom,Swansea,33,6.0,6.0,0.0,-0.0018833623822933632
1718,West Brom,Man United,34,8.0,7.0,1.0,0.07182339480894329
1718,West Brom,Liverpool,35,5.0,6.0,-1.0,0.7246777306885134
1718,West Brom,Newcastle,36,7.0,4.0,3.0,-0.1371234388133673
1718,West Brom,Tottenham,37,7.0,4.0,3.0,0.49651202488531787
1718,West Brom,Crystal Palace,38,8.0,8.0,0.0,-0.699149472794979
1718,West Ham,Southampton,2,5.0,7.0,-2.0,0.755688055004662
1718,West Ham,Newcastle,3,7.0,6.0,1.0,-0.2654652935403671
1718,West Ham,Huddersfield,4,16.0,16.0,0.0,0.9247331977431705
1718,West Ham,West Brom,5,4.0,7.0,-3.0,-0.565864828402701
1718,West Ham,Tottenham,6,6.0,6.0,0.0,-0.03076851426431959
1718,West Ham,Swansea,7,7.0,7.0,0.0,-0.5149810139322291
1718,West Ham,Burnley,8,14.0,13.0,1.0,0.0009420380430642528
1718,West Ham,Brighton,9,6.0,5.0,1.0,-0.5044107529584266
1718,West Ham,Crystal Palace,10,7.0,7.0,0.0,-0.1545872927536156
1718,West Ham,Liverpool,11,7.0,7.0,0.0,0.4714506850928746
1718,West Ham,Watford,12,14.0,13.0,1.0,0.5810967178213026
1718,West Ham,Leicester,13,5.0,6.0,-1.0,-0.20342019587361926
1718,West Ham,Everton,14,5.0,3.0,2.0,-0.6164474514137139
1718,West Ham,Man City,15,3.0,3.0,0.0,0.07781959482527767
1718,West Ham,Chelsea,16,5.0,7.0,-2.0,-0.2689307962697661
1718,West Ham,Arsenal,17,4.0,3.0,1.0,-0.5284122402043931
1718,West Ham,Stoke,18,2.0,3.0,-1.0,1.2560899121701525
1718,West Ham,Newcastle,19,6.0,7.0,-1.0,0.5486623396940964
1718,West Ham,Bournemouth,20,3.0,3.0,0.0,0.7950124276458874
1718,West Ham,West Brom,21,7.0,2.0,5.0,0.04013631635760584
1718,West Ham,Tottenham,22,2.0,2.0,0.0,0.035323313153339475
1718,West Ham,Huddersfield,23,8.0,12.0,-4.0,0.14999585178750674
1718,West Ham,Bournemouth,24,7.0,6.0,1.0,-0.3436702189384465
1718,West Ham,Crystal Palace,25,10.0,10.0,0.0,-0.7439973694016881
1718,West Ham,Brighton,26,3.0,2.0,1.0,-0.4327584789816833
1718,West Ham,Watford,27,7.0,4.0,3.0,0.789360066618777
1718,West Ham,Liverpool,28,14.0,12.0,2.0,-0.20279002958647036
1718,West Ham,Swansea,29,7.0,7.0,0.0,-0.48841639972453016
1718,West Ham,Burnley,30,7.0,7.0,0.0,-0.29503360101203857
1718,West Ham,Southampton,31,21.0,21.0,0.0,0.49806200297824343
1718,West Ham,Chelsea,32,8.0,6.0,2.0,-0.25841522990067956
1718,West Ham,Stoke,33,8.0,9.0,-1.0,-0.49714369061829733
1718,West Ham,Arsenal,34,5.0,7.0,-2.0,-0.13909224145690846
1718,West Ham,Man City,35,7.0,6.0,1.0,-0.2569040940882765
1718,West Ham,Leicester,36,6.0,7.0,-1.0,0.6311665844785993
1718,West Ham,Man United,37,5.0,5.0,0.0,-0.12097072925810903
1718,West Ham,Everton,38,2.0,7.0,-5.0,0.09066684987471563
1819,Arsenal,Chelsea,2,6.0,7.0,-1.0,1.4077475028327187
1819,Arsenal,West Ham,3,6.0,7.0,-1.0,-0.3978211957934954
1819,Arsenal,Cardiff,4,7.0,7.0,0.0,-0.3527149677074053
1819,Arsenal,Newcastle,5,13.0,13.0,0.0,-0.6219720030760988
1819,Arsenal,Everton,6,8.0,7.0,1.0,-0.6715771682823444
1819,Arsenal,Watford,7,5.0,7.0,-2.0,-0.5287390812005375
1819,Arsenal,Fulham,8,7.0,7.0,0.0,-0.829819370972765
1819,Arsenal,Leicester,9,15.0,16.0,-1.0,1.4751642173169852
1819,Arsenal,Crystal Palace,10,5.0,6.0,-1.0,-0.5666992531704713
1819,Arsenal,Liverpool,11,6.0,7.0,-1.0,0.6214874412697589
1819,Arsenal,Wolves,12,7.0,7.0,0.0,-0.433360959410374
1819,Arsenal,Bournemouth,13,13.0,14.0,-1.0,0.021371546028940758
1819,Arsenal,Tottenham,14,7.0,7.0,0.0,0.3528982440507178
1819,Arsenal,Man United,15,3.0,4.0,-1.0,0.3568220917480751
1819,Arsenal,Huddersfield,16,2.0,3.0,-1.0,-0.13494132179073226
1819,Arsenal,Southampton,17,7.0,7.0,0.0,0.21550712918084813
1819,Arsenal,Burnley,18,5.0,6.0,-1.0,-0.7873842488773779
1819,Arsenal,Brighton,19,4.0,4.0,0.0,-0.7913873408721231
1819,Arsenal,Liverpool,20,3.0,3.0,0.0,0.2639731564244656
1819,Arsenal,Fulham,21,2.0,3.0,-1.0,2.02427686186857
1819,Arsenal,West Ham,22,10.0,9.0,1.0,-1.0964990368770784
1819,Arsenal,Chelsea,23,7.0,7.0,0.0,0.8078276570092788
1819,Arsenal,Cardiff,24,10.0,10.0,0.0,-0.22676011780258643
1819,Arsenal,Man City,25,4.0,4.0,0.0,0.0497864585797706
1819,Arsenal,Huddersfield,26,5.0,7.0,-2.0,-0.2932310793279991
1819,Arsenal,Southampton,27,14.0,14.0,0.0,0.33965859837527335
1819,Arsenal,Bournemouth,28,3.0,4.0,-1.0,1.118441097290126
1819,Arsenal,Tottenham,29,2.0,2.0,0.0,1.3894756060519473
1819,Arsenal,Man United,30,8.0,8.0,0.0,-0.9185348917483565
1819,Arsenal,Newcastle,31,22.0,16.0,6.0,-0.8251305134344893
1819,Arsenal,Everton,32,5.0,7.0,-2.0,-1.1062155453375897
1819,Arsenal,Watford,33,8.0,13.0,-5.0,0.5527226053940815
1819,Arsenal,Crystal Palace,34,5.0,7.0,-2.0,-0.18679694717496953
1819,Arsenal,Wolves,35,3.0,4.0,-1.0,-0.20266861982313977
1819,Arsenal,Leicester,36,3.0,7.0,-4.0,-0.5760192856305888
1819,Arsenal,Brighton,37,7.0,7.0,0.0,-0.3351686483946439
1819,Arsenal,Burnley,38,6.0,8.0,-2.0,1.0332425009876403
1819,Bournemouth,West Ham,2,7.0,6.0,1.0,0.17219053006865415
1819,Bournemouth,Everton,3,7.0,7.0,0.0,0.4625409660607118
1819,Bournemouth,Chelsea,4,6.0,5.0,1.0,0.056172843933571914
1819,Bournemouth,Leicester,5,14.0,14.0,0.0,0.23819904645789136
1819,Bournemouth,Burnley,6,7.0,6.0,1.0,-0.59083501070027
1819,Bournemouth,Crystal Palace,7,9.0,9.0,0.0,-0.2630387533005669
1819,Bournemouth,Watford,8,4.0,7.0,-3.0,1.0631655331494525
1819,Bournemouth,Southampton,9,14.0,13.0,1.0,-0.8731347850259759
1819,Bournemouth,Fulham,10,7.0,7.0,0.0,-0.3313688786730822
1819,Bournemouth,Man United,11,6.0,5.0,1.0,0.4927451426268281
1819,Bournemouth,Newcastle,12,7.0,7.0,0.0,0.6162394766282984
1819,Bournemouth,Arsenal,13,14.0,13.0,1.0,-0.9117448428006001
1819,Bournemouth,Man City,14,6.0,7.0,-1.0,0.1580167059200358
1819,Bournemouth,Huddersfield,15,3.0,3.0,0.0,-0.7633846265059363
1819,Bournemouth,Liverpool,16,3.0,2.0,1.0,-0.5743142396315678
1819,Bournemouth,Wolves,17,7.0,5.0,2.0,-0.44648109321227325
1819,Bournemouth,Brighton,18,7.0,6.0,1.0,-0.7567594163667596
1819,Bournemouth,Tottenham,19,4.0,2.0,2.0,0.10425013911235648
1819,Bournemouth,Man United,20,4.0,4.0,0.0,-0.46630847170491374
1819,Bournemouth,Watford,21,3.0,4.0,-1.0,1.0596584331796264
1819,Bournemouth,Everton,22,10.0,12.0,-2.0,0.41379319648930335
1819,Bournemouth,West Ham,23,6.0,7.0,-1.0,-0.6115592578683275
1819,Bournemouth,Chelsea,24,11.0,11.0,0.0,1.0550335371294053
1819,Bournemouth,Cardiff,25,2.0,3.0,-1.0,-1.149865726001438
1819,Bournemouth,Liverpool,26,6.0,4.0,2.0,-0.30583529884733196
1819,Bournemouth,Wolves,27,14.0,11.0,3.0,-0.5815378772896818
1819,Bournemouth,Arsenal,28,4.0,3.0,1.0,-0.38967583531062955
1819,Bournemouth,Man City,29,2.0,2.0,0.0,-0.6821869680402556
1819,Bournemouth,Huddersfield,30,7.0,7.0,0.0,0.6637586039047503
1819,Bournemouth,Newcastle,31,7.0,7.0,0.0,-0.7374801159700125
1819,Bournemouth,Leicester,32,14.0,14.0,0.0,-0.2122159068754763
1819,Bournemouth,Burnley,33,7.0,7.0,0.0,-0.7106369842569613
1819,Bournemouth,Brighton,34,7.0,9.0,-2.0,1.4222603656675474
1819,Bournemouth,Fulham,35,7.0,7.0,0.0,0.7849722542629136
1819,Bournemouth,Southampton,36,7.0,3.0,4.0,1.2230699699521694
1819,Bournemouth,Tottenham,37,6.0,6.0,0.0,0.8629174028806998
1819,Bournemouth,Crystal Palace,38,8.0,7.0,1.0,0.6951804326217945
1819,Brighton,Man United,2,8.0,8.0,0.0,-0.021053213409682137
1819,Brighton,Liverpool,3,6.0,4.0,2.0,0.1003068386285273
1819,Brighton,Fulham,4,6.0,5.0,1.0,-0.12232322649090488
1819,Brighton,Southampton,5,16.0,16.0,0.0,0.33577241050437767
1819,Brighton,Tottenham,6,4.0,7.0,-3.0,-0.03447971142619288
1819,Brighton,Man City,7,6.0,7.0,-1.0,-0.11772250554890579
1819,Brighton,West Ham,8,6.0,6.0,0.0,-0.13622337477426827
1819,Brighton,Newcastle,9,14.0,13.0,1.0,-0.1367045322802708
1819,Brighton,Wolves,10,7.0,7.0,0.0,0.268662701010023
1819,Brighton,Everton,11,7.0,6.0,1.0,-0.01987074450396864
1819,Brighton,Cardiff,12,6.0,6.0,0.0,-0.17116370662250524
1819,Brighton,Leicester,13,14.0,14.0,0.0,0.09525280117454538
1819,Brighton,Huddersfield,14,7.0,5.0,2.0,0.7428494804725914
1819,Brighton,Crystal Palace,15,3.0,3.0,0.0,-0.4294411955417051
1819,Brighton,Burnley,16,3.0,2.0,1.0,-0.027551198714339087
1819,Brighton,Chelsea,17,7.0,7.0,0.0,-0.423351625072712
1819,Brighton,Bournemouth,18,6.0,7.0,-1.0,-0.0735057383650829
1819,Brighton,Arsenal,19,4.0,4.0,0.0,0.40884739065794473
1819,Brighton,Everton,20,2.0,3.0,-1.0,0.7504027732501634
1819,Brighton,West Ham,21,4.0,3.0,1.0,-0.26184901202406696
1819,Brighton,Liverpool,22,9.0,8.0,1.0,-0.14895522332541672
1819,Brighton,Man United,23,7.0,5.0,2.0,-0.0969471411264412
1819,Brighton,Fulham,24,10.0,9.0,1.0,1.3218251751658279
1819,Brighton,Watford,25,3.0,2.0,1.0,0.7179299715189766
1819,Brighton,Burnley,26,7.0,7.0,0.0,0.11701974068093235
1819,Brighton,Leicester,27,17.0,3.0,14.0,0.5793687428492186
1819,Brighton,Huddersfield,28,3.0,3.0,0.0,0.2511914678870366
1819,Brighton,Crystal Palace,29,6.0,6.0,0.0,-0.6221505999169787
1819,Brighton,Southampton,30,21.0,21.0,0.0,-0.5099242682552072
1819,Brighton,Chelsea,31,4.0,3.0,1.0,-0.11807397904337635
1819,Brighton,Bournemouth,32,9.0,7.0,2.0,-0.8943165320951676
