season,player_code,role,dc,hit,mins,opp_str,own_str,conceded,is_home
2025-2026,463981,CB,13.0,1.0,90,1.7197222222222224,1.598169014084507,2.0,False
2025-2026,221466,CB,11.0,1.0,90,1.7197222222222224,1.598169014084507,2.0,False
2025-2026,180736,CB,8.0,0.0,90,1.6012587412587411,1.7587671232876714,2.0,True
2025-2026,482609,FB,5.0,0.0,90,1.6012587412587411,1.7587671232876714,2.0,True
2025-2026,501837,CB,14.0,1.0,90,1.7102097902097901,0.9484567901234568,1.0,False
2025-2026,431248,CB,3.0,0.0,90,1.7102097902097901,0.9484567901234568,1.0,False
2025-2026,490721,FB,5.0,0.0,90,1.7102097902097901,0.9484567901234568,1.0,False
2025-2026,221820,FB,4.0,0.0,90,0.975608108108108,1.7063125,1.0,True
2025-2026,106760,FB,1.0,0.0,90,0.975608108108108,1.7063125,1.0,True
2025-2026,596777,FB,3.0,0.0,90,0.975608108108108,1.7063125,1.0,True
2025-2026,523705,FB,3.0,0.0,90,1.7102097902097901,0.9484567901234568,1.0,False
2025-2026,606745,CB,7.0,0.0,74,0.975608108108108,1.7063125,1.0,True
2025-2026,216051,FB,4.0,0.0,90,0.975608108108108,1.7063125,1.0,True
2025-2026,87835,CB,9.0,0.0,90,1.7102097902097901,0.9484567901234568,1.0,False
2025-2026,215136,FB,7.0,0.0,90,1.2277852348993288,1.1928571428571428,2.0,True
2025-2026,575476,CB,7.0,0.0,90,1.2277852348993288,1.1928571428571428,2.0,True
2025-2026,227444,CB,8.0,0.0,90,1.2277852348993288,1.1928571428571428,2.0,True
2025-2026,224967,FB,10.0,1.0,90,1.1952777777777779,1.2333802816901407,0.0,False
2025-2026,17761,CB,19.0,1.0,90,1.1952777777777779,1.2333802816901407,0.0,False
2025-2026,512462,CB,13.0,1.0,90,1.1952777777777779,1.2333802816901407,0.0,False
2025-2026,57328,FB,7.0,0.0,90,1.2529139072847681,1.561027397260274,1.0,True
2025-2026,169528,FB,5.0,0.0,90,1.5676973684210527,1.270763358778626,1.0,False
2025-2026,244723,FB,12.0,1.0,90,1.2529139072847681,1.561027397260274,1.0,True
2025-2026,174874,CB,12.0,1.0,90,1.5676973684210527,1.270763358778626,1.0,False
2025-2026,209036,CB,9.0,0.0,90,1.5676973684210527,1.8621383647798742,1.0,False
2025-2026,246301,CB,14.0,1.0,90,1.5676973684210527,1.270763358778626,1.0,False
2025-2026,437499,CB,8.0,0.0,90,1.2529139072847681,1.561027397260274,1.0,True
2025-2026,432830,CB,8.0,0.0,90,1.0653061224489795,1.5833962264150943,0.0,True
2025-2026,441164,FB,11.0,1.0,90,1.565845070422535,1.078201438848921,0.0,False
2025-2026,221632,CB,12.0,1.0,90,1.565845070422535,1.078201438848921,0.0,False
2025-2026,491279,CB,8.0,0.0,90,1.565845070422535,1.078201438848921,0.0,False
2025-2026,191866,CB,14.0,1.0,90,1.0653061224489795,1.5833962264150943,0.0,True
2025-2026,249231,FB,2.0,0.0,90,1.0653061224489795,1.5833962264150943,0.0,True
2025-2026,607464,FB,7.0,0.0,90,1.0653061224489795,1.5833962264150943,0.0,True
2025-2026,232859,FB,4.0,0.0,90,1.565845070422535,1.078201438848921,0.0,False
2025-2026,194010,FB,3.0,0.0,90,1.0653061224489795,1.5833962264150943,0.0,True
2025-2026,465351,FB,11.0,1.0,90,1.0117021276595746,1.8621383647798742,0.0,False
2025-2026,126184,CB,12.0,1.0,90,1.0117021276595746,1.8621383647798742,0.0,False
2025-2026,200834,CB,11.0,1.0,90,1.8812337662337661,1.0265625,0.0,True
2025-2026,201895,CB,17.0,1.0,90,1.8812337662337661,1.0265625,0.0,True
2025-2026,171314,CB,8.0,0.0,90,1.0117021276595746,1.8621383647798742,0.0,False
2025-2026,247955,FB,5.0,0.0,90,1.8812337662337661,1.0265625,0.0,True
2025-2026,487676,FB,6.0,0.0,90,1.8812337662337661,1.0265625,0.0,True
2025-2026,204716,CB,9.0,0.0,90,1.378445945945946,1.5653225806451612,0.0,True
2025-2026,434752,CB,11.0,1.0,90,1.6056953642384106,1.4740853658536586,0.0,False
2025-2026,97032,CB,6.0,0.0,90,1.378445945945946,1.5653225806451612,0.0,True
2025-2026,243526,FB,5.0,0.0,90,1.6056953642384106,1.4740853658536586,0.0,False
2025-2026,222694,CB,11.0,1.0,90,1.6056953642384106,1.4740853658536586,0.0,False
2025-2026,122798,FB,1.0,0.0,65,1.378445945945946,1.5653225806451612,0.0,True
2025-2026,216094,FB,3.0,0.0,83,1.378445945945946,1.5653225806451612,0.0,True
2025-2026,492777,FB,2.0,0.0,78,1.378445945945946,1.5653225806451612,0.0,True
2025-2026,220627,CB,9.0,0.0,90,1.6056953642384106,1.4740853658536586,0.0,False
2025-2026,106760,FB,4.0,0.0,79,1.6668918918918918,1.7063125,1.0,True
2025-2026,466075,CB,4.0,0.0,71,1.7102097902097901,1.7187234042553192,0.0,False
2025-2026,462424,CB,14.0,1.0,90,1.7102097902097901,1.7187234042553192,0.0,False
2025-2026,198869,FB,8.0,0.0,70,1.7102097902097901,1.7187234042553192,0.0,False
2025-2026,209365,CB,10.0,1.0,90,1.6668918918918918,1.7063125,1.0,True
2025-2026,550864,CB,11.0,1.0,90,1.6668918918918918,1.7063125,1.0,True
2025-2026,596777,FB,5.0,0.0,90,1.6668918918918918,1.7063125,1.0,True
2025-2026,226597,CB,7.0,0.0,90,1.7102097902097901,1.7187234042553192,0.0,False
2025-2026,159506,FB,12.0,1.0,90,1.565845070422535,1.1928571428571428,1.0,True
2025-2026,227444,CB,8.0,0.0,90,1.565845070422535,1.1928571428571428,1.0,True
2025-2026,575476,CB,5.0,0.0,90,1.565845070422535,1.1928571428571428,1.0,True
2025-2026,215136,FB,6.0,0.0,90,1.565845070422535,1.1928571428571428,1.0,True
2025-2026,607464,FB,6.0,0.0,90,1.1952777777777779,1.5833962264150943,3.0,False
2025-2026,194010,FB,3.0,0.0,87,1.1952777777777779,1.5833962264150943,3.0,False
2025-2026,249231,FB,5.0,0.0,68,1.1952777777777779,1.5833962264150943,3.0,False
2025-2026,444765,CB,14.0,1.0,90,1.1952777777777779,1.5833962264150943,3.0,False
2025-2026,432830,CB,5.0,0.0,90,1.1952777777777779,1.5833962264150943,3.0,False
2025-2026,246301,CB,3.0,0.0,83,1.4670422535211267,1.270763358778626,1.0,False
2025-2026,232892,CB,4.0,0.0,90,1.4670422535211267,1.270763358778626,1.0,False
2025-2026,83299,CB,8.0,0.0,90,1.2529139072847681,1.5276335877862597,1.0,True
2025-2026,167074,FB,7.0,0.0,90,1.4670422535211267,1.270763358778626,1.0,False
2025-2026,174874,CB,8.0,0.0,90,1.4670422535211267,1.270763358778626,1.0,False
2025-2026,469142,CB,8.0,0.0,90,1.2529139072847681,1.5276335877862597,1.0,True
2025-2026,465730,FB,6.0,0.0,90,1.2529139072847681,1.5276335877862597,1.0,True
2025-2026,225796,FB,7.0,0.0,78,1.5676973684210527,1.7587671232876714,0.0,True
2025-2026,577016,FB,8.0,0.0,90,1.5676973684210527,1.7587671232876714,0.0,True
2025-2026,180736,CB,9.0,0.0,90,1.5676973684210527,1.7587671232876714,0.0,True
2025-2026,179268,FB,4.0,0.0,90,1.5676973684210527,1.7587671232876714,0.0,True
2025-2026,437499,CB,16.0,1.0,90,1.7197222222222224,1.561027397260274,0.0,False
2025-2026,244723,FB,11.0,1.0,90,1.7197222222222224,1.561027397260274,0.0,False
2025-2026,427623,CB,8.0,0.0,90,1.7197222222222224,1.561027397260274,0.0,False
2025-2026,247348,FB,8.0,0.0,90,1.7197222222222224,1.561027397260274,0.0,False
2025-2026,209036,CB,6.0,0.0,90,1.7197222222222224,1.8621383647798742,0.0,False
2025-2026,243526,FB,8.0,0.0,90,1.2277852348993288,1.4740853658536586,0.0,True
2025-2026,222694,CB,8.0,0.0,90,1.2277852348993288,1.4740853658536586,0.0,True
2025-2026,214225,CB,7.0,0.0,90,1.2277852348993288,1.4740853658536586,0.0,True
2025-2026,226182,FB,5.0,0.0,90,1.2277852348993288,1.4740853658536586,0.0,True
2025-2026,17761,CB,15.0,1.0,90,1.378445945945946,1.2333802816901407,1.0,False
2025-2026,106611,CB,7.0,0.0,90,1.378445945945946,1.2333802816901407,1.0,False
2025-2026,512462,CB,4.0,0.0,90,1.378445945945946,1.2333802816901407,1.0,False
2025-2026,223827,CB,14.0,1.0,90,1.238896551724138,1.0265625,0.0,True
2025-2026,487676,FB,6.0,0.0,90,1.238896551724138,1.0265625,0.0,True
2025-2026,214590,FB,3.0,0.0,90,1.0117021276595746,1.2106569343065694,3.0,False
2025-2026,434399,CB,8.0,0.0,90,1.238896551724138,1.0265625,0.0,True
2025-2026,613804,FB,3.0,0.0,90,1.0117021276595746,1.2106569343065694,3.0,False
2025-2026,214048,CB,9.0,0.0,90,1.0117021276595746,1.2106569343065694,3.0,False
2025-2026,462116,CB,8.0,0.0,81,1.0117021276595746,1.2106569343065694,3.0,False
2025-2026,97032,CB,21.0,1.0,90,1.6012587412587411,1.5653225806451612,2.0,True
2025-2026,204716,CB,7.0,0.0,90,1.6012587412587411,1.5653225806451612,2.0,True
2025-2026,242882,CB,9.0,0.0,90,1.6056953642384106,1.598169014084507,4.0,False
2025-2026,54469,FB,9.0,0.0,89,1.6056953642384106,1.598169014084507,4.0,False
2025-2026,221466,CB,15.0,1.0,90,1.6056953642384106,1.598169014084507,4.0,False
2025-2026,494521,FB,6.0,0.0,90,1.6056953642384106,1.598169014084507,4.0,False
2025-2026,448514,FB,15.0,1.0,90,0.975608108108108,1.8621383647798742,0.0,False
2025-2026,171314,CB,4.0,0.0,90,0.975608108108108,1.8621383647798742,0.0,False
2025-2026,497949,FB,4.0,0.0,71,1.8812337662337661,0.9484567901234568,4.0,True
2025-2026,87835,CB,5.0,0.0,90,1.8812337662337661,0.9484567901234568,4.0,True
2025-2026,510362,CB,4.0,0.0,90,1.8812337662337661,0.9484567901234568,4.0,True
2025-2026,516939,CB,7.0,0.0,90,1.8812337662337661,0.9484567901234568,4.0,True
2025-2026,491279,CB,6.0,0.0,90,0.8622666666666667,1.078201438848921,0.0,True
2025-2026,441164,FB,4.0,0.0,90,0.8622666666666667,1.078201438848921,0.0,True
2025-2026,232859,FB,3.0,0.0,90,0.8622666666666667,1.078201438848921,0.0,True
2025-2026,221632,CB,5.0,0.0,90,0.8622666666666667,1.078201438848921,0.0,True
2025-2026,494960,FB,6.0,0.0,90,1.0653061224489795,0.8541558441558441,3.0,False
2025-2026,477717,CB,8.0,0.0,90,1.0653061224489795,0.8541558441558441,3.0,False
2025-2026,58621,FB,5.0,0.0,90,1.0653061224489795,0.8541558441558441,3.0,False
2025-2026,478969,CB,5.0,0.0,90,1.0653061224489795,0.8541558441558441,3.0,False
2025-2026,441191,FB,5.0,0.0,90,1.241111111111111,1.461830985915493,0.0,False
2025-2026,119471,CB,11.0,1.0,90,1.241111111111111,1.461830985915493,0.0,False
2025-2026,78916,CB,11.0,1.0,90,1.241111111111111,1.461830985915493,0.0,False
2025-2026,77794,FB,4.0,0.0,90,1.241111111111111,1.461830985915493,0.0,False
2025-2026,199796,FB,11.0,1.0,90,1.5206081081081082,1.2532258064516129,0.0,True
2025-2026,101188,FB,7.0,0.0,90,1.5206081081081082,1.2532258064516129,0.0,True
2025-2026,149484,CB,5.0,0.0,90,1.5206081081081082,1.2532258064516129,0.0,True
2025-2026,199798,FB,3.0,0.0,65,1.5206081081081082,1.2532258064516129,0.0,True
2025-2026,461188,CB,10.0,1.0,90,1.4670422535211267,0.8541558441558441,2.0,False
2025-2026,478969,CB,6.0,0.0,90,1.4670422535211267,0.8541558441558441,2.0,False
2025-2026,58621,FB,1.0,0.0,90,1.4670422535211267,0.8541558441558441,2.0,False
2025-2026,549329,FB,3.0,0.0,90,1.4670422535211267,0.8541558441558441,2.0,False
2025-2026,231416,FB,4.0,0.0,90,0.8622666666666667,1.5276335877862597,0.0,True
2025-2026,469142,CB,9.0,0.0,90,0.8622666666666667,1.5276335877862597,0.0,True
2025-2026,111478,CB,9.0,0.0,90,0.8622666666666667,1.5276335877862597,0.0,True
2025-2026,83299,CB,7.0,0.0,90,0.8622666666666667,1.5276335877862597,0.0,True
2025-2026,199798,FB,3.0,0.0,90,1.1952777777777779,1.2532258064516129,1.0,True
2025-2026,159506,FB,9.0,0.0,68,1.241111111111111,1.1928571428571428,3.0,False
2025-2026,441302,FB,5.0,0.0,68,1.1952777777777779,1.2532258064516129,1.0,True
2025-2026,184667,FB,6.0,0.0,90,1.1952777777777779,1.2532258064516129,1.0,True
2025-2026,215136,FB,9.0,0.0,90,1.241111111111111,1.1928571428571428,3.0,False
2025-2026,227444,CB,10.0,1.0,90,1.241111111111111,1.1928571428571428,3.0,False
2025-2026,199796,FB,3.0,0.0,89,1.1952777777777779,1.2532258064516129,1.0,True
2025-2026,575476,CB,15.0,1.0,90,1.241111111111111,1.1928571428571428,3.0,False
2025-2026,169528,FB,6.0,0.0,90,1.6056953642384106,1.270763358778626,2.0,True
2025-2026,492777,FB,11.0,1.0,90,1.2529139072847681,1.5653225806451612,2.0,False
2025-2026,166477,FB,9.0,0.0,90,1.6056953642384106,1.270763358778626,2.0,True
2025-2026,204716,CB,5.0,0.0,90,1.2529139072847681,1.5653225806451612,2.0,False
2025-2026,246301,CB,11.0,1.0,90,1.6056953642384106,1.270763358778626,2.0,True
2025-2026,544877,FB,4.0,0.0,90,1.2529139072847681,1.5653225806451612,2.0,False
2025-2026,219924,CB,8.0,0.0,90,1.6056953642384106,1.270763358778626,2.0,True
2025-2026,97032,CB,4.0,0.0,90,1.2529139072847681,1.5653225806451612,2.0,False
2025-2026,174874,CB,12.0,1.0,90,1.6056953642384106,1.270763358778626,2.0,True
2025-2026,222694,CB,11.0,1.0,90,1.7102097902097901,1.4740853658536586,1.0,True
2025-2026,221820,FB,12.0,1.0,90,1.378445945945946,1.7063125,1.0,False
2025-2026,434752,CB,15.0,1.0,90,1.7102097902097901,1.4740853658536586,1.0,True
2025-2026,606745,CB,11.0,1.0,90,1.378445945945946,1.7063125,1.0,False
2025-2026,596777,FB,5.0,0.0,90,1.378445945945946,1.7063125,1.0,False
2025-2026,216051,FB,6.0,0.0,90,1.378445945945946,1.7063125,1.0,False
2025-2026,220627,CB,10.0,1.0,90,1.7102097902097901,1.4740853658536586,1.0,True
2025-2026,243526,FB,4.0,0.0,90,1.7102097902097901,1.4740853658536586,1.0,True
2025-2026,106760,FB,8.0,0.0,90,1.378445945945946,1.7063125,1.0,False
2025-2026,550864,CB,4.0,0.0,62,1.378445945945946,1.7063125,1.0,False
2025-2026,441164,FB,11.0,1.0,90,1.0117021276595746,1.078201438848921,1.0,True
2025-2026,491279,CB,9.0,0.0,90,1.0117021276595746,1.078201438848921,1.0,True
2025-2026,487676,FB,6.0,0.0,90,1.0653061224489795,1.0265625,1.0,False
2025-2026,247955,FB,6.0,0.0,90,1.0653061224489795,1.0265625,1.0,False
2025-2026,200834,CB,10.0,1.0,90,1.0653061224489795,1.0265625,1.0,False
2025-2026,201895,CB,6.0,0.0,90,1.0653061224489795,1.0265625,1.0,False
2025-2026,221632,CB,6.0,0.0,90,1.0117021276595746,1.078201438848921,1.0,True
2025-2026,171314,CB,2.0,0.0,80,1.7197222222222224,1.8621383647798742,1.0,True
2025-2026,465351,FB,6.0,0.0,90,1.7197222222222224,1.8621383647798742,1.0,True
2025-2026,472769,FB,7.0,0.0,90,1.7197222222222224,1.8621383647798742,1.0,True
2025-2026,482609,FB,6.0,0.0,90,1.8812337662337661,1.7587671232876714,1.0,False
2025-2026,225796,FB,5.0,0.0,90,1.8812337662337661,1.7587671232876714,1.0,False
2025-2026,180736,CB,10.0,1.0,90,1.8812337662337661,1.7587671232876714,1.0,False
2025-2026,242880,CB,8.0,0.0,90,1.8812337662337661,1.7587671232876714,1.0,False
2025-2026,577016,FB,5.0,0.0,61,1.8812337662337661,1.7587671232876714,1.0,False
2025-2026,445122,FB,10.0,1.0,90,1.6012587412587411,1.7187234042553192,2.0,False
2025-2026,463981,CB,18.0,1.0,90,1.6668918918918918,1.598169014084507,3.0,True
2025-2026,448104,CB,4.0,0.0,90,1.6012587412587411,1.7187234042553192,2.0,False
2025-2026,226597,CB,12.0,1.0,90,1.6012587412587411,1.7187234042553192,2.0,False
2025-2026,462424,CB,8.0,0.0,90,1.6012587412587411,1.7187234042553192,2.0,False
2025-2026,551483,FB,6.0,0.0,90,1.6668918918918918,1.598169014084507,3.0,True
2025-2026,221466,CB,7.0,0.0,90,1.6668918918918918,1.598169014084507,3.0,True
2025-2026,494521,FB,5.0,0.0,90,1.6668918918918918,1.598169014084507,3.0,True
2025-2026,432830,CB,9.0,0.0,90,1.2277852348993288,1.5833962264150943,2.0,False
2025-2026,607464,FB,3.0,0.0,90,1.2277852348993288,1.5833962264150943,2.0,False
2025-2026,191866,CB,11.0,1.0,90,1.2277852348993288,1.5833962264150943,2.0,False
2025-2026,17761,CB,14.0,1.0,90,1.565845070422535,1.2333802816901407,4.0,True
2025-2026,472713,FB,3.0,0.0,75,1.2277852348993288,1.5833962264150943,2.0,False
2025-2026,512462,CB,7.0,0.0,90,1.565845070422535,1.2333802816901407,4.0,True
2025-2026,224967,FB,4.0,0.0,90,1.565845070422535,1.2333802816901407,4.0,True
2025-2026,106611,CB,7.0,0.0,90,1.565845070422535,1.2333802816901407,4.0,True
2025-2026,490721,FB,5.0,0.0,90,1.238896551724138,0.9484567901234568,0.0,True
2025-2026,431248,CB,8.0,0.0,90,1.238896551724138,0.9484567901234568,0.0,True
2025-2026,501837,CB,9.0,0.0,90,1.238896551724138,0.9484567901234568,0.0,True
2025-2026,536109,FB,6.0,0.0,90,0.975608108108108,1.2106569343065694,3.0,False
2025-2026,231480,CB,6.0,0.0,90,1.238896551724138,0.9484567901234568,0.0,True
2025-2026,158534,FB,10.0,1.0,90,0.975608108108108,1.2106569343065694,3.0,False
2025-2026,523705,FB,4.0,0.0,90,1.238896551724138,0.9484567901234568,0.0,True
2025-2026,233963,CB,6.0,0.0,90,0.975608108108108,1.2106569343065694,3.0,False
2025-2026,214048,CB,7.0,0.0,90,0.975608108108108,1.2106569343065694,3.0,False
2025-2026,465642,CB,17.0,1.0,90,1.5676973684210527,1.461830985915493,0.0,True
2025-2026,119471,CB,11.0,1.0,90,1.5676973684210527,1.461830985915493,0.0,True
2025-2026,487838,FB,6.0,0.0,62,1.5676973684210527,1.461830985915493,0.0,True
2025-2026,209036,CB,11.0,1.0,90,1.5206081081081082,1.8621383647798742,2.0,False
2025-2026,437499,CB,13.0,1.0,90,1.5206081081081082,1.561027397260274,2.0,False
2025-2026,244723,FB,11.0,1.0,90,1.5206081081081082,1.561027397260274,2.0,False
2025-2026,221632,CB,18.0,1.0,90,1.6012587412587411,1.078201438848921,3.0,False
2025-2026,221466,CB,16.0,1.0,90,1.0653061224489795,1.598169014084507,2.0,True
2025-2026,463981,CB,11.0,1.0,90,1.0653061224489795,1.598169014084507,2.0,True
2025-2026,494521,FB,9.0,0.0,90,1.0653061224489795,1.598169014084507,2.0,True
2025-2026,551483,FB,4.0,0.0,86,1.0653061224489795,1.598169014084507,2.0,True
2025-2026,232859,FB,6.0,0.0,90,1.6012587412587411,1.078201438848921,3.0,False
2025-2026,441164,FB,5.0,0.0,90,1.6012587412587411,1.078201438848921,3.0,False
2025-2026,491279,CB,3.0,0.0,90,1.6012587412587411,1.078201438848921,3.0,False
2025-2026,174874,CB,8.0,0.0,90,1.7197222222222224,1.270763358778626,1.0,True
2025-2026,169528,FB,6.0,0.0,72,1.7197222222222224,1.270763358778626,1.0,True
2025-2026,551210,FB,9.0,0.0,62,1.2529139072847681,1.7587671232876714,2.0,False
2025-2026,166477,FB,4.0,0.0,90,1.7197222222222224,1.270763358778626,1.0,True
2025-2026,219924,CB,5.0,0.0,90,1.7197222222222224,1.270763358778626,1.0,True
2025-2026,482609,FB,2.0,0.0,75,1.2529139072847681,1.7587671232876714,2.0,False
2025-2026,180736,CB,12.0,1.0,90,1.2529139072847681,1.7587671232876714,2.0,False
2025-2026,109646,CB,8.0,0.0,90,1.2529139072847681,1.7587671232876714,2.0,False
2025-2026,465351,FB,4.0,0.0,72,1.4670422535211267,1.8621383647798742,1.0,True
2025-2026,578153,FB,5.0,0.0,90,1.4670422535211267,1.8621383647798742,1.0,True
2025-2026,469142,CB,15.0,1.0,90,1.8812337662337661,1.5276335877862597,1.0,False
2025-2026,465730,FB,5.0,0.0,90,1.8812337662337661,1.5276335877862597,1.0,False
2025-2026,126184,CB,2.0,0.0,72,1.4670422535211267,1.8621383647798742,1.0,True
2025-2026,231416,FB,5.0,0.0,90,1.8812337662337661,1.5276335877862597,1.0,False
2025-2026,83299,CB,12.0,1.0,90,1.8812337662337661,1.5276335877862597,1.0,False
2025-2026,536109,FB,14.0,1.0,62,1.1952777777777779,1.2106569343065694,2.0,True
2025-2026,575476,CB,11.0,1.0,90,1.238896551724138,1.1928571428571428,1.0,False
2025-2026,159506,FB,7.0,0.0,90,1.238896551724138,1.1928571428571428,1.0,False
2025-2026,233963,CB,12.0,1.0,90,1.1952777777777779,1.2106569343065694,2.0,True
2025-2026,462116,CB,10.0,1.0,90,1.1952777777777779,1.2106569343065694,2.0,True
2025-2026,215136,FB,11.0,1.0,90,1.238896551724138,1.1928571428571428,1.0,False
2025-2026,158534,FB,5.0,0.0,90,1.1952777777777779,1.2106569343065694,2.0,True
2025-2026,227444,CB,7.0,0.0,90,1.238896551724138,1.1928571428571428,1.0,False
2025-2026,512462,CB,5.0,0.0,90,0.975608108108108,1.2333802816901407,1.0,True
2025-2026,17761,CB,14.0,1.0,90,0.975608108108108,1.2333802816901407,1.0,True
2025-2026,523705,FB,0.0,0.0,90,1.2277852348993288,0.9484567901234568,1.0,False
2025-2026,106611,CB,6.0,0.0,82,0.975608108108108,1.2333802816901407,1.0,True
2025-2026,501837,CB,13.0,1.0,90,1.2277852348993288,0.9484567901234568,1.0,False
2025-2026,490721,FB,4.0,0.0,90,1.2277852348993288,0.9484567901234568,1.0,False
2025-2026,231480,CB,7.0,0.0,90,1.2277852348993288,0.9484567901234568,1.0,False
2025-2026,431248,CB,4.0,0.0,67,1.2277852348993288,0.9484567901234568,1.0,False
2025-2026,224967,FB,9.0,0.0,90,0.975608108108108,1.2333802816901407,1.0,True
2025-2026,119471,CB,10.0,1.0,75,1.378445945945946,1.461830985915493,3.0,True
2025-2026,220627,CB,7.0,0.0,90,1.5206081081081082,1.4740853658536586,4.0,False
2025-2026,487838,FB,3.0,0.0,90,1.378445945945946,1.461830985915493,3.0,True
2025-2026,243526,FB,5.0,0.0,90,1.5206081081081082,1.4740853658536586,4.0,False
2025-2026,434752,CB,9.0,0.0,90,1.5206081081081082,1.4740853658536586,4.0,False
2025-2026,214225,CB,3.0,0.0,90,1.5206081081081082,1.4740853658536586,4.0,False
2025-2026,222694,CB,13.0,1.0,90,1.5206081081081082,1.4740853658536586,4.0,False
2025-2026,596777,FB,6.0,0.0,90,0.8622666666666667,1.7063125,2.0,False
2025-2026,216051,FB,7.0,0.0,90,0.8622666666666667,1.7063125,2.0,False
2025-2026,106760,FB,6.0,0.0,90,0.8622666666666667,1.7063125,2.0,False
2025-2026,477717,CB,12.0,1.0,90,1.7102097902097901,0.8541558441558441,2.0,True
2025-2026,221820,FB,3.0,0.0,90,0.8622666666666667,1.7063125,2.0,False
2025-2026,549329,FB,2.0,0.0,90,1.7102097902097901,0.8541558441558441,2.0,True
2025-2026,461188,CB,10.0,1.0,90,1.7102097902097901,0.8541558441558441,2.0,True
2025-2026,58621,FB,4.0,0.0,90,1.7102097902097901,0.8541558441558441,2.0,True
2025-2026,606745,CB,2.0,0.0,60,0.8622666666666667,1.7063125,2.0,False
2025-2026,544877,FB,7.0,0.0,90,1.6668918918918918,1.5653225806451612,0.0,False
2025-2026,97032,CB,3.0,0.0,90,1.6668918918918918,1.5653225806451612,0.0,False
2025-2026,204716,CB,10.0,1.0,90,1.6668918918918918,1.5653225806451612,0.0,False
2025-2026,445122,FB,5.0,0.0,90,1.6056953642384106,1.7187234042553192,0.0,True
2025-2026,492777,FB,8.0,0.0,90,1.6668918918918918,1.5653225806451612,0.0,False
2025-2026,226597,CB,6.0,0.0,90,1.6056953642384106,1.7187234042553192,0.0,True
2025-2026,462424,CB,5.0,0.0,90,1.6056953642384106,1.7187234042553192,0.0,True
2025-2026,216094,FB,0.0,0.0,90,1.6668918918918918,1.5653225806451612,0.0,False
2025-2026,432830,CB,10.0,1.0,90,1.0117021276595746,1.5833962264150943,0.0,True
2025-2026,607464,FB,6.0,0.0,81,1.0117021276595746,1.5833962264150943,0.0,True
2025-2026,194010,FB,3.0,0.0,90,1.0117021276595746,1.5833962264150943,0.0,True
2025-2026,249231,FB,0.0,0.0,60,1.0117021276595746,1.5833962264150943,0.0,True
2025-2026,191866,CB,8.0,0.0,90,1.0117021276595746,1.5833962264150943,0.0,True
2025-2026,200834,CB,10.0,1.0,90,1.565845070422535,1.0265625,3.0,False
2025-2026,223827,CB,9.0,0.0,78,1.565845070422535,1.0265625,3.0,False
2025-2026,487676,FB,5.0,0.0,90,1.565845070422535,1.0265625,3.0,False
2025-2026,201895,CB,6.0,0.0,82,1.565845070422535,1.0265625,3.0,False
2025-2026,247955,FB,3.0,0.0,78,1.565845070422535,1.0265625,3.0,False
2025-2026,199796,FB,8.0,0.0,90,1.5676973684210527,1.2532258064516129,0.0,False
2025-2026,651426,CB,12.0,1.0,90,1.241111111111111,1.561027397260274,0.0,True
2025-2026,101188,FB,6.0,0.0,72,1.5676973684210527,1.2532258064516129,0.0,False
2025-2026,199798,FB,8.0,0.0,90,1.5676973684210527,1.2532258064516129,0.0,False
2025-2026,437499,CB,11.0,1.0,90,1.241111111111111,1.561027397260274,0.0,True
2025-2026,184667,FB,4.0,0.0,90,1.5676973684210527,1.2532258064516129,0.0,False
2025-2026,209036,CB,6.0,0.0,90,1.5676973684210527,1.8621383647798742,0.0,False
2025-2026,244723,FB,4.0,0.0,90,1.241111111111111,1.561027397260274,0.0,True
2025-2026,544877,FB,2.0,0.0,77,0.8622666666666667,1.5653225806451612,1.0,True
2025-2026,461188,CB,12.0,1.0,90,1.6056953642384106,0.8541558441558441,1.0,False
2025-2026,549329,FB,15.0,1.0,90,1.6056953642384106,0.8541558441558441,1.0,False
2025-2026,97032,CB,7.0,0.0,90,0.8622666666666667,1.5653225806451612,1.0,True
2025-2026,216094,FB,1.0,0.0,90,0.8622666666666667,1.5653225806451612,1.0,True
2025-2026,204716,CB,7.0,0.0,90,0.8622666666666667,1.5653225806451612,1.0,True
2025-2026,58621,FB,5.0,0.0,90,1.6056953642384106,0.8541558441558441,1.0,False
2025-2026,477717,CB,6.0,0.0,73,1.6056953642384106,0.8541558441558441,1.0,False
2025-2026,180804,CB,11.0,1.0,90,1.6056953642384106,0.8541558441558441,1.0,False
2025-2026,462424,CB,5.0,0.0,90,1.1952777777777779,1.7187234042553192,0.0,False
2025-2026,215136,FB,4.0,0.0,90,1.6668918918918918,1.1928571428571428,0.0,True
2025-2026,226597,CB,7.0,0.0,90,1.1952777777777779,1.7187234042553192,0.0,False
2025-2026,198869,FB,4.0,0.0,90,1.1952777777777779,1.7187234042553192,0.0,False
2025-2026,227444,CB,9.0,0.0,90,1.6668918918918918,1.1928571428571428,0.0,True
2025-2026,575476,CB,13.0,1.0,90,1.6668918918918918,1.1928571428571428,0.0,True
2025-2026,159506,FB,4.0,0.0,90,1.6668918918918918,1.1928571428571428,0.0,True
2025-2026,445122,FB,2.0,0.0,90,1.1952777777777779,1.7187234042553192,0.0,False
2025-2026,220627,CB,7.0,0.0,90,1.2529139072847681,1.4740853658536586,0.0,True
