pos,n,mean_min_60plus,m90,inflation_pct,full90_share
GK,1510,89.94172185430463,0.9993524650478293,0.0647954525373251,0.9953642384105961
DEF,5967,87.49304508128037,0.9721449453475597,2.865319084952045,0.8179989944695827
MID,6718,83.06192319142602,0.9229102576825113,8.352896901489215,0.5223280738314975
FWD,1486,81.48384925975773,0.9053761028861971,10.451335838460585,0.42934051144010765
