arch,prior top-6,prior 7-12,prior 13-20,promoted
prior top-6,1.0262161710017286,1.3021452252848456,1.3425701631590459,1.5095323940918846
prior 7-12,0.8126010058052937,0.9355445755788653,1.0412235938929348,1.1410999031846432
prior 13-20,0.7127428101709203,0.910272766619851,0.9127801794385383,1.0092885997207348
promoted,0.6395856083978569,0.7710385143123928,0.8463586764306283,0.9365174962085644
