player,pos,team,cost,own,gw,mean,solio,blended,src,sd,defcon_ev,cs_ev,p5,median,p95
Osula,FWD,Newcastle,6.0,1.5,1,2.009,,2.009,model,2.791,0.0,0.0,0.0,1.0,7.353
Berge,MID,Fulham,5.0,0.4,1,2.006,,2.006,model,1.994,0.044,0.17,0.0,2.0,5.627
Hutchinson,MID,Nott'm Forest,5.5,0.2,1,1.995,,1.995,model,2.415,0.004,0.151,0.0,2.0,8.358
Dubravka,GK,Tottenham,4.0,23.3,1,1.989,,1.989,model,2.052,0.0,0.774,0.0,2.0,6.51
Pau,DEF,Aston Villa,4.5,0.3,1,1.986,,1.986,model,2.699,0.027,0.706,0.0,1.0,6.358
Burrowes,MID,Aston Villa,4.5,0.9,1,1.985,,1.985,model,2.872,0.146,0.156,0.0,2.0,8.358
Hjelde,DEF,Sunderland,4.0,0.3,1,1.985,,1.985,model,3.081,0.263,0.721,0.0,0.0,7.385
C.Jones,MID,Liverpool,5.5,0.1,1,1.983,,1.983,model,2.767,0.049,0.097,0.0,1.0,8.358
Muniz,FWD,Fulham,5.5,0.7,1,1.981,,1.981,model,2.763,0.0,0.0,0.0,1.0,7.353
G.Jesus,FWD,Arsenal,6.0,0.4,1,1.978,,1.978,model,3.407,0.001,0.0,0.0,1.0,7.353
Lacey,MID,Man United,5.0,0.1,1,1.971,,1.971,model,4.492,0.08,0.171,0.0,0.0,9.358
Lewis,DEF,Man City,4.5,0.2,1,1.969,,1.969,model,3.153,0.0,0.559,0.0,1.0,7.985
Crooks,MID,Hull,4.5,0.7,1,1.966,,1.966,model,3.032,0.109,0.051,0.0,2.0,8.358
Hudson-Odoi,MID,Nott'm Forest,6.0,0.0,1,1.962,,1.962,model,2.556,0.001,0.135,0.0,1.0,8.358
Vicario,GK,Tottenham,4.5,1.5,1,1.962,,1.962,model,2.158,0.0,0.771,0.0,2.0,6.51
Slater,MID,Hull,4.5,2.0,1,1.961,,1.961,model,2.367,0.143,0.058,0.0,2.0,5.627
A.Murphy,DEF,Newcastle,4.0,0.8,1,1.959,,1.959,model,3.017,0.377,0.488,0.0,1.0,7.358
Disasi,DEF,Chelsea,4.5,0.1,1,1.953,,1.953,model,2.661,0.0,0.748,0.0,1.0,6.358
Olusesi,MID,Tottenham,4.5,0.9,1,1.952,,1.952,model,2.793,0.161,0.132,0.0,2.0,8.358
Maatsen,DEF,Aston Villa,4.5,0.6,1,1.944,,1.944,model,2.761,0.029,0.49,0.0,1.0,7.896
Hughes,MID,Crystal Palace,4.5,11.1,1,1.939,,1.939,model,2.073,0.009,0.166,0.0,2.0,6.627
Hato,DEF,Chelsea,4.5,1.0,1,1.925,,1.925,model,2.519,0.219,0.5,0.0,1.0,7.358
Mings,DEF,Aston Villa,4.5,0.2,1,1.913,,1.913,model,2.768,0.071,0.626,0.0,1.0,6.358
Awoniyi,FWD,Nott'm Forest,5.5,0.4,1,1.912,,1.912,model,2.588,0.0,0.0,0.0,1.0,7.353
Alleyne,DEF,Man City,5.0,0.0,1,1.905,,1.905,model,3.931,0.181,0.584,0.0,0.0,8.358
J.Fletcher,MID,Man United,5.0,0.0,1,1.903,,1.903,model,4.535,0.093,0.162,0.0,0.0,8.658
Barry,FWD,Everton,5.5,0.9,1,1.9,,1.9,model,2.602,0.0,0.0,0.0,1.0,7.353
Wilson,FWD,Brentford,5.5,0.4,1,1.899,,1.899,model,2.685,0.0,0.0,0.0,1.0,7.353
Pope,GK,Newcastle,5.0,1.1,1,1.898,,1.898,model,2.158,0.0,0.732,0.0,1.0,6.51
Heaven,DEF,Man United,4.5,0.3,1,1.869,,1.869,model,2.952,0.188,0.619,0.0,1.0,8.358
Seelt,DEF,Sunderland,4.5,0.0,1,1.868,,1.868,model,3.452,0.255,0.631,0.0,0.0,8.358
Yates,MID,Nott'm Forest,4.5,7.1,1,1.867,,1.867,model,2.103,0.002,0.134,0.0,1.0,7.358
Janelt,MID,Brentford,5.0,0.1,1,1.865,,1.865,model,2.5,0.027,0.144,0.0,1.0,8.358
Chiesa,MID,Liverpool,5.5,0.2,1,1.863,,1.863,model,2.727,0.017,0.034,0.0,1.0,7.358
Kudus,MID,Tottenham,6.5,0.2,1,1.861,,1.861,model,2.657,0.003,0.103,0.0,2.0,8.358
García,FWD,Fulham,6.0,1.4,1,1.861,,1.861,model,3.251,0.011,0.0,0.0,2.0,7.353
Florentino,MID,Ipswich,5.0,0.0,1,1.857,,1.857,model,2.101,0.513,0.115,0.0,1.0,5.0
Aznou,DEF,Everton,4.0,0.2,1,1.856,,1.856,model,3.075,0.228,0.703,0.0,0.0,7.358
Bentancur,MID,Tottenham,5.5,0.1,1,1.848,,1.848,model,1.997,0.159,0.122,0.0,2.0,5.627
Svoboda,DEF,Brighton,5.0,0.1,1,1.847,,1.847,model,3.254,0.26,0.543,0.0,0.0,8.358
Brooks,MID,Bournemouth,5.0,0.2,1,1.831,,1.831,model,2.641,0.001,0.045,0.0,1.0,8.358
Kamada,MID,Crystal Palace,5.0,0.3,1,1.83,,1.83,model,2.137,0.055,0.151,0.0,2.0,6.627
Kinsky,GK,Tottenham,4.5,19.2,1,1.83,,1.83,model,2.14,0.0,0.699,0.0,1.0,6.51
Strand Larsen,FWD,Crystal Palace,6.0,0.6,1,1.829,,1.829,model,2.17,0.0,0.0,0.0,2.0,7.353
Steele,GK,Brighton,4.0,4.5,1,1.828,,1.828,model,2.287,0.0,0.839,0.0,1.0,6.51
Elanga,MID,Newcastle,6.0,0.7,1,1.828,,1.828,model,2.422,0.0,0.098,0.0,1.0,8.358
Hackney,MID,Everton,5.5,0.3,1,1.822,,1.822,model,3.138,0.093,0.17,0.0,0.0,8.358
Isidor,FWD,Sunderland,5.5,1.2,1,1.822,,1.822,model,2.638,0.0,0.0,0.0,1.0,7.353
Hughes,DEF,Hull,4.0,0.9,1,1.816,,1.816,model,2.467,0.9,0.208,0.0,1.0,7.358
McAteer,MID,Ipswich,4.5,1.6,1,1.812,,1.812,model,2.219,0.0,0.132,0.0,2.0,6.627
Elliott,MID,Liverpool,5.5,0.1,1,1.812,,1.812,model,2.588,0.007,0.028,0.0,1.0,7.358
Tel,MID,Tottenham,6.0,0.4,1,1.811,,1.811,model,2.391,0.013,0.085,0.0,1.0,8.358
Robertson,DEF,Tottenham,4.5,1.9,1,1.804,,1.804,model,2.524,0.005,0.455,0.0,1.0,6.358
McBurnie,FWD,Hull,5.5,1.7,1,1.801,,1.801,model,2.841,0.007,0.0,0.0,2.0,7.353
Castagne,DEF,Fulham,4.5,0.2,1,1.8,,1.8,model,2.564,0.057,0.517,0.0,1.0,6.358
Lukić,MID,Fulham,5.0,0.1,1,1.793,,1.793,model,2.242,0.021,0.125,0.0,2.0,7.358
Bindon,DEF,Nott'm Forest,4.0,0.2,1,1.786,,1.786,model,3.059,0.276,0.552,0.0,0.0,7.358
Fábio Vieira,MID,Arsenal,5.5,0.0,1,1.782,,1.782,model,3.712,0.099,0.214,0.0,0.0,9.358
Adams,MID,Bournemouth,5.0,0.7,1,1.778,,1.778,model,1.776,0.073,0.096,0.0,2.0,4.646
Johnson,MID,Crystal Palace,6.0,0.1,1,1.778,,1.778,model,2.455,0.0,0.107,0.0,1.0,8.358
Meslier,GK,Arsenal,5.0,0.1,1,1.771,,1.771,model,2.648,0.0,0.998,0.0,0.0,6.51
Abbott,DEF,Nott'm Forest,4.0,0.2,1,1.771,,1.771,model,3.078,0.253,0.536,0.0,0.0,7.64
Kovačić,MID,Man City,5.5,0.0,1,1.756,,1.756,model,2.83,0.0,0.109,0.0,1.0,8.358
Schuster,DEF,Brentford,4.5,0.1,1,1.753,,1.753,model,3.267,0.255,0.523,0.0,0.0,8.358
Greaves,DEF,Ipswich,4.0,0.5,1,1.747,,1.747,model,2.517,0.001,0.655,0.0,1.0,6.358
Furo,FWD,Brentford,4.5,0.9,1,1.741,,1.741,model,3.476,0.005,0.0,0.0,0.0,7.353
O.Richards,DEF,Nott'm Forest,4.0,0.2,1,1.735,,1.735,model,2.957,0.256,0.54,0.0,0.0,7.358
Collyer,MID,Man United,5.0,0.0,1,1.733,,1.733,model,4.014,0.086,0.161,0.0,0.0,8.358
Georginio,FWD,Brighton,5.5,0.8,1,1.725,,1.725,model,2.262,0.002,0.0,0.0,1.0,7.353
Scarlett,FWD,Tottenham,4.5,1.7,1,1.719,,1.719,model,3.035,0.017,0.0,0.0,0.0,7.353
Morato,DEF,Nott'm Forest,5.0,0.1,1,1.719,,1.719,model,2.569,0.167,0.445,0.0,1.0,7.358
Ajayi,DEF,Hull,4.0,0.7,1,1.718,,1.718,model,2.315,0.853,0.209,0.0,1.0,6.358
Nmecha,FWD,Leeds,5.5,0.6,1,1.717,,1.717,model,2.415,0.001,0.0,0.0,1.0,7.353
J.Ramsey,MID,Newcastle,5.0,0.4,1,1.713,,1.713,model,2.135,0.015,0.089,0.0,1.0,6.627
Kamara,MID,Aston Villa,5.0,0.1,1,1.712,,1.712,model,1.926,0.021,0.155,0.0,2.0,5.627
P.M.Sarr,MID,Tottenham,5.0,0.4,1,1.709,,1.709,model,2.241,0.037,0.079,0.0,1.0,7.358
Lucky,DEF,Liverpool,4.0,0.1,1,1.708,,1.708,model,3.2,0.364,0.445,0.0,0.0,7.64
Ramsay,DEF,Liverpool,4.0,0.2,1,1.708,,1.708,model,2.825,0.4,0.488,0.0,0.0,7.385
M.Sarr,DEF,Chelsea,4.5,0.1,1,1.703,,1.703,model,3.044,0.277,0.503,0.0,0.0,7.896
Darlow,GK,Man United,4.5,0.1,1,1.697,,1.697,model,2.486,0.0,0.873,0.0,0.0,6.51
Gallagher,MID,Tottenham,5.5,0.2,1,1.693,,1.693,model,2.208,0.148,0.101,0.0,1.0,5.677
McConnell,MID,Liverpool,4.5,0.2,1,1.687,,1.687,model,3.248,0.119,0.105,0.0,0.0,8.358
Mingueza,DEF,Crystal Palace,4.5,0.1,1,1.683,,1.683,model,2.882,0.266,0.527,0.0,0.0,7.358
Coppola,DEF,Brighton,4.5,0.0,1,1.683,,1.683,model,3.129,0.277,0.513,0.0,0.0,7.358
Joelinton,MID,Newcastle,5.5,0.0,1,1.682,,1.682,model,2.454,0.054,0.097,0.0,1.0,8.358
Souza,DEF,Tottenham,4.0,0.3,1,1.675,,1.675,model,2.836,0.401,0.4,0.0,0.0,7.358
Enes Ünal,FWD,Bournemouth,5.5,0.2,1,1.675,,1.675,model,2.076,0.0,0.0,0.0,1.0,6.353
Walle Egeli,FWD,Ipswich,4.5,2.1,1,1.662,,1.662,model,2.66,0.006,0.0,0.0,2.0,7.353
Udogie,DEF,Tottenham,4.5,0.4,1,1.66,,1.66,model,2.233,0.021,0.526,0.0,1.0,6.358
Nketiah,FWD,Crystal Palace,5.5,0.5,1,1.66,,1.66,model,2.243,0.0,0.0,0.0,1.0,7.353
Bobb,MID,Fulham,5.5,0.4,1,1.652,,1.652,model,2.224,0.017,0.077,0.0,1.0,6.627
Adingra,MID,Sunderland,5.0,0.3,1,1.645,,1.645,model,2.261,0.0,0.125,0.0,1.0,6.627
Destan,FWD,Hull,4.5,2.5,1,1.645,,1.645,model,2.426,0.007,0.0,0.0,2.0,7.353
Touré,MID,Newcastle,6.0,0.2,1,1.644,,1.644,model,2.865,0.157,0.093,0.0,0.0,8.358
N.Gonzalez,MID,Man City,5.5,0.1,1,1.641,,1.641,model,2.421,0.124,0.136,0.0,1.0,6.627
Echeverri,MID,Man City,5.0,0.0,1,1.637,,1.637,model,3.824,0.103,0.132,0.0,0.0,8.358
Nwaneri,MID,Arsenal,5.5,0.0,1,1.637,,1.637,model,2.591,0.0,0.083,0.0,1.0,7.358
Vitor Reis,DEF,Man City,4.5,0.0,1,1.628,,1.628,model,3.139,0.142,0.555,0.0,0.0,7.358
Wright,FWD,Coventry,5.5,1.8,1,1.624,,1.624,model,2.324,0.007,0.0,0.0,2.0,7.353
Ji-soo,DEF,Brentford,4.5,0.0,1,1.623,,1.623,model,3.062,0.222,0.498,0.0,0.0,7.358
Coyle,DEF,Hull,4.0,0.5,1,1.622,,1.622,model,2.331,0.814,0.208,0.0,0.0,6.358
Barkley,MID,Aston Villa,5.0,0.2,1,1.622,,1.622,model,2.206,0.011,0.07,0.0,1.0,7.358
Belloumi,MID,Hull,5.0,0.5,1,1.62,,1.62,model,2.601,0.095,0.047,0.0,2.0,5.627
Trafford,GK,Leeds,5.0,1.9,1,1.619,,1.619,model,2.224,0.0,0.684,0.0,1.0,6.51
Maeda,MID,Ipswich,5.5,0.4,1,1.615,,1.615,model,2.711,0.123,0.127,0.0,0.0,5.0
Henry,DEF,Brentford,4.5,0.2,1,1.613,,1.613,model,2.23,0.033,0.492,0.0,1.0,6.358
McNeil,MID,Everton,5.5,0.1,1,1.612,,1.612,model,2.308,0.007,0.13,0.0,1.0,6.627
Talbi,MID,Sunderland,5.5,0.2,1,1.611,,1.611,model,2.353,0.005,0.148,0.0,1.0,7.358
Giles,DEF,Hull,4.0,0.6,1,1.61,,1.61,model,2.341,0.805,0.161,0.0,0.0,6.358
Nørgaard,MID,Everton,5.0,0.5,1,1.603,,1.603,model,2.314,0.0,0.148,0.0,1.0,7.358
Howell,MID,Brighton,4.5,0.3,1,1.595,,1.595,model,2.739,0.125,0.139,0.0,0.0,5.0
Mukasa,MID,Man City,4.5,0.1,1,1.58,,1.58,model,3.175,0.099,0.14,0.0,0.0,8.358
Phillips,DEF,Tottenham,4.5,0.1,1,1.577,,1.577,model,2.708,0.383,0.381,0.0,0.0,7.358
Abraham,FWD,Aston Villa,5.5,0.1,1,1.575,,1.575,model,2.338,0.0,0.0,0.0,1.0,6.353
Arrizabalaga,GK,Arsenal,5.0,0.1,1,1.571,,1.571,model,2.57,0.0,0.864,0.0,0.0,6.51
Neave,FWD,Newcastle,4.5,0.7,1,1.57,,1.57,model,3.014,0.008,0.0,0.0,0.0,7.353
D.Essugo,MID,Chelsea,4.5,0.2,1,1.569,,1.569,model,3.016,0.111,0.124,0.0,0.0,7.664
Quenda,MID,Chelsea,5.5,0.1,1,1.565,,1.565,model,3.077,0.121,0.116,0.0,0.0,8.358
Ndoye,MID,Nott'm Forest,5.5,0.5,1,1.564,,1.564,model,2.116,0.047,0.109,0.0,1.0,5.627
Soler,DEF,Bournemouth,4.0,0.6,1,1.557,,1.557,model,2.507,0.391,0.327,0.0,0.0,6.358
Sosa,DEF,Crystal Palace,4.5,0.0,1,1.556,,1.556,model,2.876,0.251,0.5,0.0,0.0,7.358
Cook,MID,Bournemouth,5.0,0.1,1,1.554,,1.554,model,1.709,0.027,0.071,0.0,2.0,4.0
Lerma,MID,Crystal Palace,5.0,0.1,1,1.553,,1.553,model,1.892,0.043,0.126,0.0,1.0,5.627
Petrović,GK,Bournemouth,4.5,3.7,1,1.551,,1.551,model,1.811,0.0,0.526,0.0,1.0,6.51
Mundle,MID,Sunderland,5.0,0.0,1,1.549,,1.549,model,1.961,0.014,0.032,0.0,1.0,7.358
Gittens,MID,Chelsea,6.0,0.1,1,1.542,,1.542,model,2.09,0.011,0.038,0.0,1.0,7.358
Tanaka,MID,Leeds,5.0,0.3,1,1.539,,1.539,model,2.181,0.109,0.087,0.0,1.0,5.627
Oriola,MID,Brighton,4.5,0.2,1,1.535,,1.535,model,2.814,0.113,0.12,0.0,0.0,5.0
Clarke,MID,Ipswich,5.5,0.3,1,1.534,,1.534,model,2.162,0.0,0.059,0.0,1.0,7.358
Anselmino,DEF,Chelsea,4.5,0.0,1,1.533,,1.533,model,2.928,0.234,0.478,0.0,0.0,7.358
Carvalho,MID,Brentford,5.0,0.0,1,1.532,,1.532,model,2.196,0.0,0.008,0.0,1.0,7.358
George Hemmings,MID,Aston Villa,4.5,0.3,1,1.531,,1.531,model,2.546,0.11,0.125,0.0,0.0,5.0
Dasilva,DEF,Coventry,4.0,0.5,1,1.527,,1.527,model,2.248,0.587,0.269,0.0,0.0,6.358
Dowell,MID,Hull,4.5,0.5,1,1.521,,1.521,model,2.27,0.101,0.047,0.0,2.0,4.0
Palacios,MID,Fulham,5.5,0.1,1,1.52,,1.52,model,2.795,0.125,0.102,0.0,0.0,6.627
Kevin,MID,Fulham,5.5,0.1,1,1.515,,1.515,model,2.107,0.024,0.05,0.0,1.0,5.627
Davies,DEF,Tottenham,4.0,0.8,1,1.514,,1.514,model,2.381,0.01,0.413,0.0,1.0,6.358
Piroe,FWD,Leeds,5.0,0.5,1,1.511,,1.511,model,2.957,0.008,0.0,0.0,0.0,7.353
Nelson,MID,Arsenal,5.5,0.0,1,1.509,,1.509,model,2.806,0.013,0.049,0.0,1.0,7.358
Gray,MID,Tottenham,5.0,0.2,1,1.508,,1.508,model,1.917,0.007,0.096,0.0,1.0,5.627
Barco,MID,Chelsea,5.5,0.0,1,1.508,,1.508,model,3.086,0.115,0.11,0.0,0.0,8.358
Tsimikas,DEF,Liverpool,5.0,0.1,1,1.507,,1.507,model,2.592,0.008,0.275,0.0,1.0,6.358
Dominguez,MID,Nott'm Forest,5.0,0.1,1,1.505,,1.505,model,1.993,0.006,0.094,0.0,1.0,5.627
Andrews,MID,Coventry,4.5,0.7,1,1.497,,1.497,model,1.993,0.12,0.063,0.0,2.0,4.0
Cardines,DEF,Crystal Palace,4.5,0.0,1,1.495,,1.495,model,2.74,0.243,0.482,0.0,0.0,7.358
King,MID,Fulham,5.5,0.1,1,1.49,,1.49,model,2.126,0.018,0.068,0.0,1.0,7.358
Jocelin.T,MID,Sunderland,5.0,0.0,1,1.49,,1.49,model,3.16,0.118,0.139,0.0,0.0,6.627
Monga,MID,Man City,5.0,0.0,1,1.49,,1.49,model,3.141,0.096,0.129,0.0,0.0,8.358
Byfield,DEF,Tottenham,4.0,0.1,1,1.49,,1.49,model,2.722,0.353,0.392,0.0,0.0,6.358
Steur,MID,Newcastle,5.0,0.1,1,1.489,,1.489,model,2.956,0.154,0.088,0.0,0.0,5.627
Tosin,DEF,Chelsea,4.5,0.2,1,1.488,,1.488,model,2.232,0.105,0.423,0.0,1.0,6.358
Costinha,DEF,Brighton,4.5,0.0,1,1.482,,1.482,model,2.818,0.199,0.491,0.0,0.0,7.358
Núñez,MID,Ipswich,5.0,0.2,1,1.48,,1.48,model,2.561,0.106,0.115,0.0,0.0,5.0
Yohanna,MID,Brighton,5.0,0.1,1,1.477,,1.477,model,2.693,0.139,0.12,0.0,0.0,5.627
Jair Cunha,DEF,Nott'm Forest,4.5,0.4,1,1.476,,1.476,model,2.469,0.121,0.398,0.0,1.0,6.358
Rowswell,DEF,Tottenham,4.0,0.1,1,1.472,,1.472,model,2.687,0.353,0.359,0.0,0.0,6.64
Dasilva,MID,Brentford,5.0,0.0,1,1.466,,1.466,model,2.933,0.105,0.117,0.0,0.0,5.627
Mheuka,FWD,Chelsea,4.5,0.4,1,1.463,,1.463,model,2.959,0.009,0.0,0.0,0.0,7.353
Nyoni,MID,Liverpool,5.0,0.1,1,1.461,,1.461,model,3.073,0.107,0.098,0.0,0.0,5.627
Koumas,MID,Liverpool,5.0,0.0,1,1.46,,1.46,model,3.104,0.143,0.083,0.0,0.0,8.358
Silva,DEF,Bournemouth,5.0,0.2,1,1.457,,1.457,model,2.545,0.409,0.27,0.0,0.0,6.358
Schlager,MID,Nott'm Forest,5.0,0.1,1,1.447,,1.447,model,2.811,0.11,0.114,0.0,0.0,5.627
Philogene,MID,Ipswich,5.5,0.2,1,1.443,,1.443,model,2.049,0.0,0.058,0.0,1.0,6.627
Amenda,DEF,Coventry,4.0,0.5,1,1.438,,1.438,model,2.171,0.587,0.214,0.0,0.0,6.358
Bailey,MID,Aston Villa,5.5,0.1,1,1.437,,1.437,model,2.091,0.001,0.06,0.0,1.0,6.627
Adli,MID,Bournemouth,5.0,0.2,1,1.424,,1.424,model,1.981,0.069,0.028,0.0,1.0,5.627
Gomez,DEF,Liverpool,5.0,0.1,1,1.424,,1.424,model,2.132,0.043,0.27,0.0,1.0,6.358
Willock,MID,Newcastle,5.0,0.1,1,1.421,,1.421,model,1.985,0.003,0.048,0.0,1.0,5.627
Longstaff,MID,Leeds,5.0,0.2,1,1.419,,1.419,model,1.93,0.027,0.064,0.0,1.0,5.627
Patterson,GK,Sunderland,4.0,1.0,1,1.414,,1.414,model,2.352,0.0,0.69,0.0,0.0,6.51
Livramento,DEF,Newcastle,5.0,0.1,1,1.413,,1.413,model,2.243,0.007,0.421,0.0,1.0,6.358
Alcaraz,MID,Everton,5.0,0.1,1,1.412,,1.412,model,1.974,0.003,0.08,0.0,1.0,5.627
Kitching,DEF,Coventry,4.0,0.5,1,1.412,,1.412,model,2.09,0.555,0.244,0.0,0.0,5.358
Kostoulas,FWD,Brighton,5.5,0.3,1,1.404,,1.404,model,2.246,0.014,0.0,0.0,1.0,6.353
Esse,MID,Crystal Palace,5.0,0.1,1,1.403,,1.403,model,2.569,0.109,0.115,0.0,0.0,5.0
Bamba,MID,Newcastle,5.0,0.1,1,1.4,,1.4,model,2.586,0.156,0.078,0.0,0.0,5.0
Matthews,GK,Crystal Palace,4.0,1.7,1,1.399,,1.399,model,2.167,0.0,0.642,0.0,0.0,6.51
Alysson,MID,Aston Villa,5.0,0.0,1,1.392,,1.392,model,2.688,0.106,0.102,0.0,0.0,5.627
Kalimuendo,FWD,Nott'm Forest,5.5,0.1,1,1.392,,1.392,model,3.049,0.009,0.0,0.0,0.0,7.353
Bergvall,MID,Tottenham,5.5,0.2,1,1.388,,1.388,model,1.839,0.003,0.066,0.0,1.0,5.627
Hirst,FWD,Ipswich,5.0,0.4,1,1.387,,1.387,model,1.75,0.0,0.0,0.0,1.0,6.353
George,MID,Everton,5.5,0.1,1,1.375,,1.375,model,1.767,0.002,0.041,0.0,1.0,5.627
Iroegbunam,MID,Everton,5.0,0.1,1,1.372,,1.372,model,1.713,0.097,0.112,0.0,1.0,5.0
Heaton,GK,Man United,4.0,0.3,1,1.368,,1.368,model,2.364,0.0,0.711,0.0,0.0,6.51
Gelhardt,MID,Leeds,5.0,0.0,1,1.363,,1.363,model,2.549,0.103,0.096,0.0,0.0,5.627
Buonanotte,MID,Brighton,5.0,0.1,1,1.359,,1.359,model,2.189,0.0,0.062,0.0,1.0,6.627
Moore,MID,Tottenham,5.0,0.1,1,1.354,,1.354,model,2.585,0.104,0.075,0.0,0.0,5.0
Mehmeti,MID,Ipswich,5.0,0.1,1,1.35,,1.35,model,2.393,0.087,0.095,0.0,0.0,5.0
Marc Guiu,FWD,Chelsea,5.0,0.4,1,1.349,,1.349,model,2.348,0.001,0.0,0.0,1.0,6.353
Fatawu,MID,Ipswich,5.5,0.3,1,1.343,,1.343,model,2.075,0.002,0.073,0.0,1.0,5.627
Hickey,DEF,Brentford,4.5,0.1,1,1.341,,1.341,model,2.169,0.065,0.288,0.0,1.0,6.358
Drakes-Thomas,MID,Crystal Palace,4.5,0.1,1,1.336,,1.336,model,2.32,0.111,0.121,0.0,0.0,5.0
Gruev,MID,Leeds,5.0,0.0,1,1.334,,1.334,model,1.81,0.048,0.099,0.0,1.0,4.627
McAtee,MID,Nott'm Forest,5.5,0.1,1,1.333,,1.333,model,2.087,0.013,0.026,0.0,1.0,7.358
Szmodics,MID,Ipswich,5.0,0.1,1,1.33,,1.33,model,2.193,0.0,0.065,0.0,1.0,7.358
Travers,GK,Everton,5.0,0.1,1,1.327,,1.327,model,2.182,0.0,0.616,0.0,0.0,6.51
Mason-Clark,MID,Coventry,5.5,0.3,1,1.326,,1.326,model,2.022,0.106,0.052,0.0,0.0,4.0
Acheampong,DEF,Chelsea,4.5,0.2,1,1.325,,1.325,model,2.171,0.068,0.321,0.0,1.0,6.358
Onyeka,MID,Coventry,5.0,0.2,1,1.322,,1.322,model,2.215,0.103,0.054,0.0,0.0,4.0
Guessand,MID,Aston Villa,5.5,0.0,1,1.315,,1.315,model,1.907,0.022,0.053,0.0,1.0,5.0
Rodríguez,FWD,Bournemouth,6.0,0.3,1,1.309,,1.309,model,2.438,0.013,0.0,0.0,0.0,7.353
Gnonto,MID,Leeds,5.0,0.1,1,1.304,,1.304,model,1.682,0.042,0.028,0.0,1.0,4.627
O'Riley,MID,Brighton,5.5,0.1,1,1.294,,1.294,model,2.22,0.0,0.061,0.0,1.0,7.358
Gannon-Doak,MID,Bournemouth,5.0,0.1,1,1.293,,1.293,model,2.436,0.101,0.058,0.0,0.0,4.0
Grimes,MID,Coventry,5.0,0.2,1,1.291,,1.291,model,1.991,0.116,0.053,0.0,0.0,4.0
Al-Hamadi,FWD,Ipswich,5.0,0.2,1,1.288,,1.288,model,2.549,0.007,0.0,0.0,0.0,7.353
McCarthy,DEF,Hull,4.0,0.1,1,1.285,,1.285,model,2.189,0.644,0.169,0.0,0.0,5.358
Doucouré,MID,Crystal Palace,5.0,0.1,1,1.285,,1.285,model,2.335,0.114,0.119,0.0,0.0,5.0
Emersonn,FWD,Ipswich,5.5,0.3,1,1.284,,1.284,model,2.434,0.003,0.0,0.0,0.0,7.353
Iling Jr,MID,Aston Villa,5.0,0.0,1,1.283,,1.283,model,2.467,0.107,0.109,0.0,0.0,5.0
Phillips,MID,Man City,5.0,0.0,1,1.283,,1.283,model,2.316,0.001,0.1,0.0,0.0,6.627
Shepherd,MID,Coventry,4.5,0.3,1,1.277,,1.277,model,1.934,0.098,0.053,0.0,0.0,4.0
Angulo,MID,Sunderland,5.0,0.1,1,1.274,,1.274,model,2.188,0.001,0.091,0.0,1.0,6.627
Lewis-Skelly,MID,Arsenal,5.5,0.3,1,1.273,,1.273,model,1.601,0.0,0.16,0.0,1.0,3.0
James,MID,Leeds,5.0,0.1,1,1.268,,1.268,model,1.714,0.007,0.041,0.0,1.0,4.627
Akpom,FWD,Ipswich,5.0,0.5,1,1.268,,1.268,model,2.369,0.004,0.0,0.0,0.0,7.353
Johnson,DEF,Ipswich,4.0,0.1,1,1.265,,1.265,model,2.116,0.003,0.317,0.0,1.0,6.358
M.França,MID,Crystal Palace,5.0,0.0,1,1.263,,1.263,model,2.314,0.123,0.113,0.0,0.0,5.0
J.Cuenca,DEF,Fulham,4.5,0.0,1,1.262,,1.262,model,2.195,0.195,0.291,0.0,0.0,6.358
Lindelöf,DEF,Aston Villa,4.5,0.2,1,1.258,,1.258,model,1.975,0.007,0.379,0.0,1.0,6.358
McNair,DEF,Hull,4.0,0.1,1,1.254,,1.254,model,2.213,0.609,0.138,0.0,0.0,4.0
Cairney,MID,Fulham,5.0,0.0,1,1.25,,1.25,model,1.772,0.001,0.03,0.0,1.0,4.627
Netz,DEF,Nott'm Forest,4.5,0.0,1,1.249,,1.249,model,2.064,0.005,0.248,0.0,1.0,6.358
Thomas-Asante,FWD,Coventry,5.0,0.9,1,1.248,,1.248,model,1.946,0.009,0.0,0.0,0.0,7.353
Horníček,GK,Newcastle,5.0,0.3,1,1.247,,1.247,model,1.986,0.0,0.502,0.0,0.0,6.51
King,GK,Everton,4.5,0.1,1,1.246,,1.246,model,2.206,0.0,0.61,0.0,0.0,6.51
Torp,MID,Coventry,5.5,0.2,1,1.24,,1.24,model,1.917,0.098,0.052,0.0,0.0,4.0
Ogbene,MID,Ipswich,5.0,0.0,1,1.24,,1.24,model,2.339,0.08,0.097,0.0,0.0,5.0
Tóth.A,MID,Bournemouth,5.0,0.0,1,1.235,,1.235,model,2.392,0.095,0.056,0.0,0.0,4.0
Burns,MID,Ipswich,5.0,0.1,1,1.231,,1.231,model,1.826,0.0,0.062,0.0,1.0,3.0
Latibeaudiere,DEF,Coventry,4.0,0.1,1,1.217,,1.217,model,2.257,0.463,0.199,0.0,0.0,5.358
Pinnock,DEF,Brentford,4.5,0.1,1,1.215,,1.215,model,2.412,0.009,0.445,0.0,0.0,6.358
J.Rak-Sakyi,MID,Crystal Palace,5.0,0.0,1,1.211,,1.211,model,2.501,0.085,0.102,0.0,0.0,4.0
