rank,player,pos,team,status,cost_m,own,nfix,exp_starts,mean,sd,p5,p25,median,p75,p95,pts_per_fix,pts_per_m,p_ceiling,p_floor,cold_start,adj_delta,adj_total,gw_from,gw_to,id
347.0,Lecomte,GK,Fulham,projected,4.0,1.4,6,3.42,10.017,6.257,1.0,5.0,9.51,14.019,21.528,1.67,2.504,0.0,0.663,True,0.0,10.017,1,6,-1
348.0,Gelhardt,MID,Leeds,projected,5.0,0.0,6,2.63,10.017,8.984,1.0,4.0,8.0,13.0,26.075,1.669,2.003,0.026,0.726,True,0.0,10.017,1,6,-1
349.0,Eccles,MID,Coventry,projected,5.0,0.0,6,2.63,10.003,9.089,1.0,4.0,8.0,13.0,24.717,1.667,2.001,0.021,0.728,True,0.0,10.003,1,6,-1
350.0,Markelo,FWD,Coventry,projected,5.0,0.1,6,2.43,9.982,9.589,1.0,4.0,7.353,12.707,28.413,1.664,1.996,0.028,0.737,True,0.0,9.982,1,6,-1
351.0,Rodríguez,FWD,Bournemouth,projected,6.0,0.3,6,2.75,9.975,9.561,1.0,4.0,8.0,12.0,28.413,1.663,1.663,0.026,0.758,True,0.0,9.975,1,6,-1
352.0,Florentino,MID,Ipswich,projected,5.0,0.0,6,2.63,9.972,9.295,1.0,4.0,8.0,13.0,25.376,1.662,1.994,0.029,0.733,True,0.0,9.972,1,6,-1
353.0,McNally,GK,Fulham,projected,4.0,0.2,6,3.42,9.961,6.27,1.0,5.0,9.51,13.51,22.063,1.66,2.49,0.0,0.66,True,0.0,9.961,1,6,-1
354.0,Marmoush,FWD,Man City,projected,7.0,0.7,6,1.49,9.953,10.379,0.0,2.0,7.353,14.707,30.766,1.659,1.422,0.026,0.684,False,0.0,9.953,1,6,401
355.0,Mehmeti,MID,Ipswich,projected,5.0,0.1,6,2.63,9.943,8.735,1.0,4.0,8.0,13.0,26.717,1.657,1.989,0.019,0.721,True,0.0,9.943,1,6,-1
356.0,Delap,FWD,Chelsea,projected,5.5,0.5,6,2.04,9.932,8.272,1.0,4.0,8.353,13.353,27.078,1.655,1.806,0.012,0.71,False,0.0,9.932,1,6,167
357.0,Fletcher,MID,Man United,projected,4.5,0.3,6,2.32,9.931,10.658,0.0,4.0,7.0,12.358,27.075,1.655,2.207,0.029,0.749,True,0.0,9.931,1,6,-1
358.0,M.França,MID,Crystal Palace,projected,5.0,0.0,6,2.63,9.925,9.702,1.0,4.0,8.0,13.0,26.108,1.654,1.985,0.027,0.734,True,0.0,9.925,1,6,-1
359.0,J.Rak-Sakyi,MID,Crystal Palace,projected,5.0,0.0,6,2.63,9.925,8.751,1.0,4.0,8.0,13.0,25.518,1.654,1.985,0.02,0.722,True,0.0,9.925,1,6,-1
360.0,Ogbene,MID,Ipswich,projected,5.0,0.0,6,2.63,9.918,9.363,1.0,4.0,8.0,13.0,27.075,1.653,1.984,0.023,0.737,True,0.0,9.918,1,6,-1
361.0,Kamara,MID,Hull,projected,5.0,0.1,6,2.63,9.905,8.551,1.0,4.0,8.0,13.0,25.73,1.651,1.981,0.016,0.735,True,0.0,9.905,1,6,-1
362.0,Matthews,GK,Crystal Palace,projected,4.0,1.7,6,3.42,9.894,6.562,1.0,5.0,9.51,14.019,20.019,1.649,2.473,0.001,0.651,True,0.0,9.894,1,6,-1
363.0,Ömür,MID,Hull,projected,5.0,0.0,6,2.63,9.893,11.418,1.0,4.0,8.0,12.0,23.717,1.649,1.979,0.019,0.759,True,0.0,9.893,1,6,-1
364.0,Simms,FWD,Coventry,projected,5.0,0.6,6,2.43,9.88,10.281,0.0,3.0,7.0,12.353,28.128,1.647,1.976,0.032,0.74,True,0.0,9.88,1,6,-1
365.0,Szmodics,MID,Ipswich,projected,5.0,0.1,6,2.63,9.821,9.176,1.0,4.0,8.0,12.064,25.075,1.637,1.964,0.02,0.75,True,0.0,9.821,1,6,-1
366.0,Lavia,MID,Chelsea,projected,5.0,0.0,6,2.63,9.808,9.269,1.0,4.0,8.0,12.627,23.075,1.635,1.962,0.017,0.743,True,0.0,9.808,1,6,-1
367.0,Aït-Nouri,DEF,Man City,projected,5.5,1.0,6,2.04,9.735,8.59,0.0,3.0,8.358,13.985,26.083,1.622,1.77,0.018,0.684,False,0.0,9.735,1,6,392
368.0,Mundle,MID,Sunderland,projected,5.0,0.0,6,2.63,9.721,8.49,1.0,4.0,8.0,13.0,23.394,1.62,1.944,0.016,0.723,True,0.0,9.721,1,6,-1
369.0,Akintola,MID,Hull,projected,5.0,0.0,6,2.63,9.699,9.017,1.0,4.0,8.0,12.0,24.717,1.616,1.94,0.018,0.751,True,0.0,9.699,1,6,-1
370.0,Walle Egeli,FWD,Ipswich,projected,4.5,2.1,6,2.28,9.66,10.343,1.0,3.0,7.0,12.0,29.413,1.61,2.147,0.034,0.758,True,0.0,9.66,1,6,-1
371.0,Savinho,MID,Man City,projected,6.5,0.1,6,1.35,9.631,8.295,1.0,4.0,7.627,13.358,25.375,1.605,1.482,0.015,0.7,False,0.0,9.631,1,6,403
372.0,Núñez,MID,Ipswich,projected,5.0,0.2,6,2.63,9.622,8.472,1.0,4.0,8.0,13.0,22.717,1.604,1.924,0.016,0.735,True,0.0,9.622,1,6,-1
373.0,McConnell,MID,Liverpool,projected,4.5,0.2,6,2.32,9.608,10.526,0.0,4.0,7.0,12.0,26.075,1.601,2.135,0.032,0.767,True,0.0,9.608,1,6,-1
374.0,Gray,MID,Tottenham,projected,5.0,0.2,6,2.86,9.589,5.984,2.0,5.0,8.814,12.627,20.73,1.598,1.918,0.002,0.724,False,0.0,9.589,1,6,522
375.0,Scherpen,GK,Ipswich,projected,4.5,0.3,6,4.01,9.587,6.127,1.0,5.0,8.51,13.51,21.019,1.598,2.131,0.0,0.67,True,0.0,9.587,1,6,-1
376.0,Al-Hamadi,FWD,Ipswich,projected,5.0,0.2,6,2.43,9.582,9.777,1.0,3.0,7.0,12.353,26.078,1.597,1.916,0.024,0.749,True,0.0,9.582,1,6,-1
377.0,Pecsi,GK,Liverpool,projected,4.0,0.1,6,3.42,9.571,6.26,1.0,5.0,8.51,13.51,21.528,1.595,2.393,0.0,0.695,True,0.0,9.571,1,6,-1
378.0,Destan,FWD,Hull,projected,4.5,2.6,6,2.28,9.549,9.994,0.0,3.75,7.0,12.0,27.413,1.592,2.122,0.021,0.755,True,0.0,9.549,1,6,-1
379.0,Woodman,GK,Liverpool,projected,4.0,1.2,6,3.42,9.541,6.123,1.0,5.0,8.51,13.51,20.528,1.59,2.385,0.0,0.685,True,0.0,9.541,1,6,-1
380.0,Mount,MID,Man United,projected,5.5,0.1,6,2.04,9.528,8.133,0.0,4.0,8.0,13.358,24.618,1.588,1.732,0.014,0.702,False,0.0,9.528,1,6,430
381.0,Burns,MID,Ipswich,projected,5.0,0.1,6,2.63,9.518,9.094,0.0,4.0,8.0,12.0,23.0,1.586,1.904,0.023,0.758,True,0.0,9.518,1,6,-1
382.0,Coyle,DEF,Hull,projected,4.0,0.4,6,2.65,9.446,9.411,0.95,3.0,7.358,13.0,24.089,1.574,2.361,0.016,0.727,True,0.0,9.446,1,6,-1
383.0,Zirkzee,FWD,Man United,projected,5.5,0.7,6,1.08,9.418,8.87,1.0,3.0,7.353,13.707,26.723,1.57,1.712,0.019,0.716,False,0.0,9.418,1,6,440
384.0,Elanga,MID,Newcastle,projected,6.0,0.7,6,2.31,9.414,6.727,2.0,5.0,8.0,12.627,22.735,1.569,1.569,0.004,0.729,False,0.0,9.414,1,6,454
385.0,Soler,DEF,Bournemouth,projected,4.0,0.6,6,2.65,9.405,8.537,0.0,3.0,8.0,13.0,23.717,1.567,2.351,0.011,0.715,True,0.0,9.405,1,6,-1
386.0,Onyeka,MID,Coventry,projected,5.0,0.2,6,2.63,9.39,8.171,1.0,4.0,8.0,12.0,22.376,1.565,1.878,0.014,0.759,True,0.0,9.39,1,6,-1
387.0,Egan,DEF,Hull,projected,4.0,0.9,6,2.65,9.385,9.514,0.0,3.0,7.0,12.989,24.618,1.564,2.346,0.023,0.715,True,0.0,9.385,1,6,-1
388.0,Davis,DEF,Ipswich,projected,4.0,3.4,6,2.65,9.352,8.863,0.0,3.0,7.358,13.358,24.717,1.559,2.338,0.013,0.703,True,0.0,9.352,1,6,-1
389.0,Solanke,FWD,Tottenham,projected,6.0,2.7,6,1.9,9.345,7.725,1.0,4.0,7.813,13.353,23.06,1.558,1.558,0.009,0.716,False,0.0,9.345,1,6,526
390.0,Sakamoto,MID,Coventry,projected,5.0,0.1,6,2.63,9.341,8.923,1.0,4.0,7.813,12.0,22.731,1.557,1.868,0.018,0.762,True,0.0,9.341,1,6,-1
391.0,Osula,FWD,Newcastle,projected,6.0,1.6,6,1.49,9.34,8.748,1.0,3.0,7.353,13.353,25.687,1.557,1.557,0.018,0.719,False,0.0,9.34,1,6,465
392.0,Schär,DEF,Newcastle,projected,5.0,0.2,6,1.9,9.336,7.063,1.0,4.0,8.0,12.896,23.357,1.556,1.867,0.004,0.715,False,0.0,9.336,1,6,446
393.0,Kipré,DEF,Ipswich,projected,4.0,0.4,6,2.65,9.312,8.077,0.0,3.0,7.358,13.358,24.075,1.552,2.328,0.015,0.704,True,0.0,9.312,1,6,-1
394.0,Emegha,FWD,Chelsea,projected,5.0,0.2,6,1.83,9.283,10.279,1.0,3.0,6.0,11.353,28.413,1.547,1.857,0.028,0.774,True,0.0,9.283,1,6,-1
395.0,Drameh,DEF,Hull,projected,4.0,0.1,6,2.65,9.264,8.645,0.0,3.0,7.358,13.0,24.075,1.544,2.316,0.016,0.715,True,0.0,9.264,1,6,-1
396.0,García,FWD,Fulham,projected,6.0,0.9,6,2.75,9.24,9.064,1.0,4.0,7.0,11.0,26.06,1.54,1.54,0.025,0.816,True,0.0,9.24,1,6,-1
397.0,Wood,FWD,Nott'm Forest,projected,6.0,1.8,6,1.9,9.23,8.311,0.0,2.0,7.353,14.707,25.413,1.538,1.538,0.009,0.708,False,0.0,9.23,1,6,490
398.0,McCarthy,DEF,Hull,projected,4.0,0.1,6,2.65,9.218,8.468,0.0,3.0,7.127,12.896,24.075,1.536,2.305,0.015,0.728,True,0.0,9.218,1,6,-1
399.0,Byfield,DEF,Tottenham,projected,4.0,0.1,6,2.65,9.212,7.777,0.0,4.0,8.0,13.358,22.26,1.535,2.303,0.009,0.707,True,0.0,9.212,1,6,-1
400.0,Rowswell,DEF,Tottenham,projected,4.0,0.1,6,2.65,9.203,7.355,0.0,3.0,8.0,13.358,23.735,1.534,2.301,0.002,0.701,True,0.0,9.203,1,6,-1
401.0,Tzolakis,GK,Hull,projected,4.5,0.0,6,4.01,9.16,5.877,1.0,5.0,8.51,13.019,20.019,1.527,2.036,0.0,0.708,True,0.0,9.16,1,6,-1
402.0,Van Oevelen,GK,Ipswich,projected,4.5,0.1,6,4.01,9.158,6.035,1.0,5.0,8.51,12.51,19.044,1.526,2.035,0.002,0.703,True,0.0,9.158,1,6,-1
403.0,Walton,GK,Ipswich,projected,4.5,0.6,6,4.01,9.157,6.158,1.0,4.0,8.51,12.51,20.528,1.526,2.035,0.001,0.711,True,0.0,9.157,1,6,-1
404.0,Butland,GK,Hull,projected,4.5,1.0,6,4.01,9.14,5.869,1.0,4.382,8.51,12.51,20.019,1.523,2.031,0.0,0.71,True,0.0,9.14,1,6,-1
405.0,Furlong,DEF,Ipswich,projected,4.0,0.3,6,2.65,9.133,8.436,0.0,3.0,7.358,12.358,24.254,1.522,2.283,0.01,0.729,True,0.0,9.133,1,6,-1
406.0,Amenda,DEF,Coventry,projected,4.0,0.5,6,2.65,9.118,8.015,1.0,3.0,7.358,12.358,23.721,1.52,2.279,0.017,0.734,True,0.0,9.118,1,6,-1
407.0,Ajayi,DEF,Hull,projected,4.0,0.6,6,2.65,9.103,8.408,0.0,3.0,7.0,12.358,25.156,1.517,2.276,0.011,0.733,True,0.0,9.103,1,6,-1
408.0,O'Shea,DEF,Ipswich,projected,4.0,1.6,6,2.65,9.05,8.561,0.0,3.0,7.0,12.922,23.272,1.508,2.263,0.015,0.721,True,0.0,9.05,1,6,-1
409.0,Talbi,MID,Sunderland,projected,5.5,0.2,6,2.59,9.049,5.214,2.0,5.0,8.0,11.426,18.73,1.508,1.645,0.0,0.78,False,0.0,9.049,1,6,549
410.0,Rayan,MID,Bournemouth,projected,6.5,3.5,6,2.18,9.047,7.333,0.0,4.0,7.493,12.627,22.73,1.508,1.392,0.005,0.726,False,0.0,9.047,1,6,67
411.0,Giles,DEF,Hull,projected,4.0,0.6,6,2.65,9.033,8.77,0.0,3.0,7.0,12.358,23.717,1.506,2.258,0.016,0.746,True,0.0,9.033,1,6,-1
412.0,Esse,MID,Crystal Palace,projected,5.0,0.1,6,2.63,8.986,7.65,1.0,4.0,8.0,12.0,20.291,1.498,1.797,0.011,0.77,True,0.0,8.986,1,6,-1
413.0,McNair,DEF,Hull,projected,4.0,0.1,6,2.65,8.94,8.434,0.0,3.0,7.0,12.896,22.717,1.49,2.235,0.008,0.726,True,0.0,8.94,1,6,-1
414.0,Kluivert,MID,Bournemouth,projected,6.0,1.1,6,1.76,8.927,7.672,1.0,4.0,7.0,12.358,24.735,1.488,1.488,0.008,0.745,False,0.0,8.927,1,6,70
415.0,Kesler-Hayden,DEF,Coventry,projected,4.0,0.1,6,2.65,8.902,8.715,0.0,3.0,7.0,12.358,23.738,1.484,2.225,0.01,0.74,True,0.0,8.902,1,6,-1
416.0,Dowell,MID,Hull,projected,4.5,0.5,6,2.32,8.872,10.648,1.0,3.0,7.0,11.358,23.376,1.479,1.972,0.015,0.793,True,0.0,8.872,1,6,-1
417.0,Isidor,FWD,Sunderland,projected,5.5,1.2,6,1.9,8.864,6.446,2.0,4.0,7.0,11.353,21.11,1.477,1.612,0.003,0.77,False,0.0,8.864,1,6,553
418.0,Gallagher,MID,Tottenham,projected,5.5,0.2,6,2.31,8.86,6.383,1.0,4.0,8.0,12.0,20.73,1.477,1.611,0.002,0.76,False,0.0,8.86,1,6,519
419.0,Targett,DEF,Hull,projected,4.0,2.6,6,2.65,8.834,8.178,0.0,3.0,7.358,12.358,22.806,1.472,2.208,0.014,0.744,True,0.0,8.834,1,6,-1
420.0,McNeil,MID,Everton,projected,5.5,0.1,6,2.31,8.8,6.815,0.95,4.0,7.0,11.627,21.366,1.467,1.6,0.006,0.771,False,0.0,8.8,1,6,241
421.0,Muniz,FWD,Fulham,projected,5.5,0.7,6,1.76,8.784,6.93,1.0,4.0,7.0,11.353,22.352,1.464,1.597,0.005,0.76,False,0.0,8.784,1,6,271
422.0,Rushworth,GK,Coventry,projected,4.5,0.8,6,4.01,8.756,6.04,1.0,4.0,8.0,12.51,19.528,1.459,1.946,0.0,0.72,True,0.0,8.756,1,6,-1
423.0,Robertson,DEF,Tottenham,projected,4.5,1.8,6,1.9,8.713,6.693,2.0,4.0,7.358,11.627,21.792,1.452,1.936,0.007,0.77,False,0.0,8.713,1,6,502
424.0,Kusi-Asare,FWD,Fulham,projected,4.5,8.0,6,2.28,8.703,9.08,0.95,3.0,6.0,11.353,26.06,1.451,1.934,0.021,0.778,True,0.0,8.703,1,6,-1
425.0,Austin,GK,Tottenham,projected,4.0,0.6,6,3.42,8.698,5.555,1.0,4.0,8.51,12.51,18.019,1.45,2.174,0.001,0.741,True,0.0,8.698,1,6,-1
426.0,Brau,DEF,Coventry,projected,4.0,0.1,6,2.65,8.683,7.401,0.0,3.0,7.358,12.358,22.976,1.447,2.171,0.006,0.732,True,0.0,8.683,1,6,-1
427.0,Woolfenden,DEF,Coventry,projected,4.0,0.3,6,2.65,8.674,8.498,0.0,3.0,7.0,12.358,21.806,1.446,2.168,0.01,0.739,True,0.0,8.674,1,6,-1
428.0,Dennis,GK,Bournemouth,projected,4.0,0.2,6,3.42,8.65,5.986,1.0,4.0,7.51,12.51,18.528,1.442,2.163,0.001,0.716,True,0.0,8.65,1,6,-1
429.0,Greaves,DEF,Ipswich,projected,4.0,0.5,6,2.65,8.613,6.994,0.0,3.0,7.358,12.358,21.717,1.436,2.153,0.004,0.728,True,0.0,8.613,1,6,-1
430.0,Kitching,DEF,Coventry,projected,4.0,0.4,6,2.65,8.586,7.653,0.0,3.0,7.0,12.358,22.689,1.431,2.147,0.01,0.742,True,0.0,8.586,1,6,-1
431.0,McAteer,MID,Ipswich,projected,4.5,1.7,6,2.32,8.551,9.01,0.0,3.0,7.0,11.0,21.717,1.425,1.9,0.017,0.802,True,0.0,8.551,1,6,-1
432.0,Kevin,MID,Fulham,projected,5.5,0.1,6,1.63,8.526,6.11,2.0,4.0,7.0,11.358,20.717,1.421,1.55,0.003,0.787,False,0.0,8.526,1,6,263
433.0,van Ewijk,DEF,Coventry,projected,4.0,16.4,6,2.65,8.52,7.116,0.0,3.0,7.179,12.358,22.089,1.42,2.13,0.004,0.742,True,0.0,8.52,1,6,-1
434.0,Willock,MID,Newcastle,projected,5.0,0.1,6,1.76,8.508,7.04,1.0,4.0,7.0,11.358,21.717,1.418,1.702,0.008,0.769,False,0.0,8.508,1,6,460
435.0,Longstaff,MID,Leeds,projected,5.0,0.2,6,1.76,8.499,6.289,1.0,4.0,7.0,11.426,20.259,1.417,1.7,0.002,0.774,False,0.0,8.499,1,6,339
436.0,White,DEF,Arsenal,projected,5.5,0.3,6,1.63,8.476,8.06,0.0,2.0,6.358,12.717,23.083,1.413,1.541,0.007,0.729,False,0.0,8.476,1,6,10
437.0,Awoniyi,FWD,Nott'm Forest,projected,5.5,0.4,6,0.8,8.456,8.156,1.0,2.0,6.353,12.049,25.413,1.409,1.537,0.009,0.75,False,0.0,8.456,1,6,492
438.0,Forster,GK,Bournemouth,projected,4.0,3.1,6,3.42,8.455,5.698,1.0,4.0,8.0,11.51,18.019,1.409,2.114,0.001,0.758,True,0.0,8.455,1,6,-1
439.0,George Hemmings,MID,Aston Villa,projected,4.5,0.3,6,2.32,8.453,8.419,1.0,3.0,7.0,11.064,22.717,1.409,1.878,0.013,0.788,True,0.0,8.453,1,6,-1
440.0,Slater,MID,Hull,projected,4.5,1.9,6,2.32,8.453,8.006,0.0,3.0,7.0,11.0,21.358,1.409,1.878,0.015,0.802,True,0.0,8.453,1,6,-1
441.0,Olusesi,MID,Tottenham,projected,4.5,0.9,6,2.32,8.452,7.747,1.0,4.0,7.0,11.0,20.0,1.409,1.878,0.015,0.799,True,0.0,8.452,1,6,-1
442.0,Hato,DEF,Chelsea,projected,4.5,1.1,6,2.04,8.431,6.572,1.0,3.0,7.0,11.358,21.272,1.405,1.873,0.002,0.769,False,0.0,8.431,1,6,148
443.0,Latibeaudiere,DEF,Coventry,projected,4.0,0.1,6,2.65,8.396,7.345,0.0,3.0,7.0,12.0,22.717,1.399,2.099,0.006,0.753,True,0.0,8.396,1,6,-1
444.0,Borges Rodrigues,MID,Coventry,projected,4.5,0.2,6,2.32,8.369,8.076,0.0,3.0,6.313,11.0,23.627,1.395,1.86,0.016,0.81,True,0.0,8.369,1,6,-1
445.0,Henry,DEF,Brentford,projected,4.5,0.2,6,2.31,8.368,5.674,1.0,4.0,7.358,11.358,18.735,1.395,1.859,0.0,0.768,False,0.0,8.368,1,6,89
446.0,Lo-Tutala,GK,Hull,projected,4.0,0.2,6,3.42,8.364,6.155,0.0,4.0,7.51,11.51,20.528,1.394,2.091,0.001,0.754,True,0.0,8.364,1,6,-1
447.0,Mheuka,FWD,Chelsea,projected,4.5,0.4,6,2.28,8.359,9.428,0.95,3.0,6.0,10.0,22.724,1.393,1.858,0.023,0.837,True,0.0,8.359,1,6,-1
448.0,Bobb,MID,Fulham,projected,5.5,0.4,6,1.9,8.31,7.008,1.0,4.0,6.0,10.72,22.245,1.385,1.511,0.007,0.782,False,0.0,8.31,1,6,264
449.0,Barkley,MID,Aston Villa,projected,5.0,0.2,6,1.35,8.303,6.672,1.0,4.0,6.0,11.358,20.73,1.384,1.661,0.005,0.781,False,0.0,8.303,1,6,46
450.0,Bidwell,DEF,Coventry,projected,4.0,0.1,6,2.65,8.296,7.264,0.0,3.0,7.0,11.717,21.717,1.383,2.074,0.005,0.763,True,0.0,8.296,1,6,-1
451.0,Button,GK,Ipswich,projected,4.0,0.5,6,3.42,8.282,5.909,1.0,4.0,7.51,12.019,19.553,1.38,2.071,0.0,0.749,True,0.0,8.282,1,6,-1
452.0,Andrews,MID,Coventry,projected,4.5,0.7,6,2.32,8.239,8.27,0.0,3.0,7.0,11.0,20.717,1.373,1.831,0.016,0.815,True,0.0,8.239,1,6,-1
453.0,Oriola,MID,Brighton,projected,4.5,0.2,6,2.32,8.195,6.834,1.0,3.0,7.0,11.0,19.0,1.366,1.821,0.01,0.803,True,0.0,8.195,1,6,-1
454.0,Kudus,MID,Tottenham,projected,6.5,0.2,6,2.25,8.191,6.403,0.0,4.0,7.0,11.358,20.717,1.365,1.26,0.004,0.788,False,0.0,8.191,1,6,512
455.0,Mazraoui,DEF,Man United,projected,4.5,0.7,6,1.9,8.139,6.493,0.0,3.0,7.0,11.717,18.721,1.356,1.809,0.004,0.763,False,0.0,8.139,1,6,422
456.0,Endo,MID,Liverpool,projected,5.0,0.0,6,1.97,8.11,8.263,1.0,3.0,6.0,10.0,21.717,1.352,1.622,0.019,0.834,True,0.0,8.11,1,6,-1
457.0,D.Essugo,MID,Chelsea,projected,4.5,0.2,6,2.32,8.093,7.317,0.0,3.0,7.0,11.0,19.717,1.349,1.798,0.012,0.807,True,0.0,8.093,1,6,-1
458.0,Ndoye,MID,Nott'm Forest,projected,5.5,0.5,6,2.31,8.084,6.588,0.0,3.75,6.0,11.254,20.99,1.347,1.47,0.003,0.785,False,0.0,8.084,1,6,483
459.0,Gruev,MID,Leeds,projected,5.0,0.0,6,2.45,8.078,5.058,2.0,4.0,7.0,10.627,17.358,1.346,1.616,0.0,0.817,False,0.0,8.078,1,6,344
460.0,Diakité,DEF,Bournemouth,projected,5.0,0.2,6,2.45,8.071,6.055,0.0,4.0,7.0,11.358,18.376,1.345,1.614,0.002,0.766,False,0.0,8.071,1,6,62
461.0,Shepherd,MID,Coventry,projected,4.5,0.3,6,2.32,8.059,7.748,0.0,3.0,6.0,10.72,19.717,1.343,1.791,0.014,0.821,True,0.0,8.059,1,6,-1
462.0,Dovin,GK,Coventry,projected,4.0,2.8,6,3.42,8.021,5.707,0.0,4.0,7.0,11.51,19.019,1.337,2.005,0.0,0.767,True,0.0,8.021,1,6,-1
463.0,J.Cuenca,DEF,Fulham,projected,4.5,0.0,6,1.9,8.001,6.125,0.0,4.0,7.0,11.358,19.376,1.333,1.778,0.003,0.775,False,0.0,8.001,1,6,255
464.0,Thomas,DEF,Coventry,projected,4.0,8.9,6,2.65,7.991,6.692,0.0,3.0,6.358,11.358,20.376,1.332,1.998,0.004,0.772,True,0.0,7.991,1,6,-1
465.0,Furo,FWD,Brentford,projected,4.5,0.9,6,2.28,7.951,8.268,1.0,3.0,6.0,10.0,22.707,1.325,1.767,0.013,0.839,True,0.0,7.951,1,6,-1
466.0,Burrowes,MID,Aston Villa,projected,4.5,0.9,6,2.32,7.879,7.374,0.0,3.0,6.0,10.09,19.358,1.313,1.751,0.011,0.832,True,0.0,7.879,1,6,-1
467.0,Howell,MID,Brighton,projected,4.5,0.3,6,2.32,7.856,7.462,0.0,3.0,6.0,11.0,19.358,1.309,1.746,0.012,0.824,True,0.0,7.856,1,6,-1
468.0,Wissa,FWD,Newcastle,projected,6.0,1.3,6,0.94,7.85,7.82,0.0,2.0,5.0,11.074,23.06,1.308,1.308,0.012,0.78,False,0.0,7.85,1,6,464
469.0,Darlow,GK,Man United,projected,4.5,0.1,6,2.56,7.836,4.909,2.0,4.0,7.51,10.51,17.019,1.306,1.741,0.0,0.823,False,0.0,7.836,1,6,325
470.0,Cook,MID,Bournemouth,projected,5.0,0.1,6,1.49,7.823,5.938,1.0,4.0,7.0,10.426,18.627,1.304,1.565,0.003,0.83,False,0.0,7.823,1,6,71
471.0,Scarlett,FWD,Tottenham,projected,4.5,1.7,6,2.28,7.793,7.555,0.0,3.0,6.0,10.0,20.707,1.299,1.732,0.011,0.844,True,0.0,7.793,1,6,-1
472.0,Isak,FWD,Liverpool,projected,9.0,11.2,6,1.49,7.75,7.989,0.0,2.0,6.0,11.353,22.06,1.292,0.861,0.011,0.764,False,0.0,7.75,1,6,379
473.0,Frimpong,DEF,Liverpool,projected,5.5,3.0,6,2.04,7.75,6.965,0.0,2.0,6.358,10.985,20.352,1.292,1.409,0.001,0.791,False,0.0,7.75,1,6,357
474.0,Udogie,DEF,Tottenham,projected,4.5,0.4,6,2.31,7.719,5.494,1.0,4.0,6.358,10.358,18.075,1.286,1.715,0.0,0.818,False,0.0,7.719,1,6,506
475.0,Rudoni,MID,Coventry,projected,5.0,0.3,6,1.97,7.686,7.249,1.0,4.0,6.0,10.0,19.749,1.281,1.537,0.01,0.849,True,0.0,7.686,1,6,-1
476.0,Heaven,DEF,Man United,projected,4.5,0.4,6,1.9,7.592,6.601,0.0,2.0,6.358,11.358,19.717,1.265,1.687,0.005,0.793,False,0.0,7.592,1,6,421
477.0,Perri,GK,Leeds,projected,4.5,0.7,6,2.59,7.55,4.638,1.0,4.0,7.51,10.51,16.019,1.258,1.678,0.0,0.84,False,0.0,7.55,1,6,326
478.0,Drakes-Thomas,MID,Crystal Palace,projected,4.5,0.1,6,2.32,7.497,5.964,0.0,3.0,6.0,10.0,18.0,1.249,1.666,0.003,0.827,True,0.0,7.497,1,6,-1
479.0,Guessand,MID,Aston Villa,projected,5.5,0.0,6,1.63,7.49,6.058,1.0,3.0,6.0,10.358,18.999,1.248,1.362,0.003,0.821,False,0.0,7.49,1,6,42
480.0,Tosin,DEF,Chelsea,projected,4.5,0.1,6,1.49,7.376,6.146,1.0,3.0,6.0,10.358,18.717,1.229,1.639,0.001,0.824,False,0.0,7.376,1,6,147
481.0,Livramento,DEF,Newcastle,projected,5.0,0.1,6,1.74,7.066,5.331,1.0,3.0,6.0,10.358,18.254,1.178,1.413,0.001,0.858,False,0.0,7.066,1,6,450
482.0,Devenny,MID,Crystal Palace,projected,5.0,0.0,6,1.35,6.994,5.806,1.0,3.0,5.0,9.72,17.73,1.166,1.399,0.003,0.836,False,0.0,6.994,1,6,215
483.0,Boscagli,DEF,Brighton,projected,4.5,0.1,6,1.63,6.957,6.011,0.0,2.0,6.0,10.358,18.717,1.159,1.546,0.002,0.82,False,0.0,6.957,1,6,114
484.0,Smith,DEF,Bournemouth,projected,4.5,0.1,6,2.31,6.946,5.492,0.0,3.0,6.358,10.358,17.254,1.158,1.543,0.0,0.839,False,0.0,6.946,1,6,64
485.0,Jacob,DEF,Hull,projected,4.0,0.1,6,1.99,6.919,6.275,0.0,2.0,5.0,9.358,18.358,1.153,1.73,0.005,0.832,True,0.0,6.919,1,6,-1
486.0,Milambo,MID,Brentford,projected,5.0,0.0,6,1.97,6.907,5.931,1.0,4.0,6.0,9.0,15.358,1.151,1.381,0.006,0.895,True,0.0,6.907,1,6,-1
487.0,Ngumoha,MID,Liverpool,projected,6.0,1.7,6,1.08,6.862,7.286,0.0,2.0,4.0,9.627,20.649,1.144,1.144,0.007,0.826,False,0.0,6.862,1,6,369
488.0,Lindelöf,DEF,Aston Villa,projected,4.5,0.2,6,1.9,6.8,5.478,0.0,2.0,6.0,9.358,17.254,1.133,1.511,0.0,0.847,False,0.0,6.8,1,6,37
489.0,Yates,MID,Nott'm Forest,projected,4.5,7.3,6,0.67,6.707,4.522,2.0,4.0,5.0,8.09,15.358,1.118,1.49,0.003,0.894,False,0.0,6.707,1,6,489
490.0,Cairney,MID,Fulham,projected,5.0,0.0,6,1.22,6.673,5.101,1.0,3.0,5.0,9.0,16.999,1.112,1.335,0.0,0.87,False,0.0,6.673,1,6,266
