id,player,pos,team,own,cost,nfix,mean,sd,defcon_ev,cs_ev,p5,p25,median,p75,p95,ppm
419,Martinez,DEF,Man United,2.6,5.0,6,16.65,8.38,0.23,6.0,5.0,10.85,15.72,21.08,31.97,3.33
121,Mitoma,MID,Brighton,0.9,6.0,6,16.63,9.05,0.0,1.1,5.0,10.0,15.13,21.72,33.7,2.77
116,Dunk,DEF,Brighton,0.7,4.5,6,16.54,7.54,1.04,6.03,6.0,11.36,15.72,21.08,29.7,3.68
330,Bogle,DEF,Leeds,0.5,4.5,6,16.5,8.4,2.01,4.59,5.0,10.36,15.36,21.55,31.32,3.67
372,Mac Allister,MID,Liverpool,1.8,5.5,6,16.42,7.81,0.09,1.14,6.0,11.0,15.36,20.28,31.34,2.98
159,Caicedo,MID,Chelsea,3.5,5.5,6,16.38,6.17,0.79,1.42,9.0,12.0,15.0,19.36,27.72,2.98
463,Woltemade,FWD,Newcastle,1.5,6.0,6,16.32,9.91,0.03,0.0,4.0,9.0,14.35,21.71,35.77,2.72
515,Maddison,MID,Tottenham,2.8,6.5,6,16.27,9.97,0.0,0.75,5.0,9.0,14.25,21.61,35.43,2.5
127,Gomez,MID,Brighton,1.8,5.0,6,16.27,8.88,0.96,1.05,5.0,10.0,14.63,20.99,33.08,3.25
393,Khusanov,DEF,Man City,2.3,5.5,6,16.23,8.53,1.06,5.85,4.0,10.36,15.36,21.08,31.25,2.95
369,Ngumoha,MID,Liverpool,1.8,6.0,6,16.22,10.64,0.21,0.73,5.0,8.63,13.63,20.72,37.5,2.7
96,Damsgaard,MID,Brentford,0.7,5.5,6,16.1,8.11,0.26,1.02,6.0,10.0,14.63,19.99,31.72,2.93
16,Madueke,MID,Arsenal,0.3,6.5,6,16.09,10.47,0.0,1.17,4.0,8.36,14.25,21.61,35.43,2.47
534,Hume,DEF,Sunderland,1.0,4.5,6,16.05,7.51,1.4,5.29,5.0,10.36,15.36,20.72,29.24,3.57
142,James,DEF,Chelsea,8.1,5.5,6,15.98,8.3,0.93,4.52,5.0,10.0,14.99,20.34,31.41,2.91
248,Beto,FWD,Everton,3.3,5.5,6,15.95,9.28,0.0,0.0,4.0,9.0,14.35,20.71,33.06,2.9
327,Bijol,DEF,Leeds,0.4,5.0,6,15.93,7.88,4.69,3.87,4.0,10.0,15.36,20.72,29.8,3.19
269,Sessegnon,DEF,Fulham,0.5,4.5,6,15.88,9.02,2.48,3.77,4.0,9.36,14.36,21.08,32.14,3.53
149,Colwill,DEF,Chelsea,2.3,5.0,6,15.8,8.09,0.0,5.68,5.0,10.36,14.72,20.25,29.97,3.16
-181,Masuaku,DEF,Sunderland,1.9,4.0,6,15.79,9.81,2.94,4.95,3.0,9.0,14.36,20.72,32.16,3.95
331,Gudmundsson,DEF,Leeds,0.7,4.5,6,15.68,7.84,2.29,4.46,5.0,10.0,14.44,20.36,29.7,3.49
371,Gravenberch,MID,Liverpool,1.5,6.0,6,15.67,6.14,0.24,1.31,8.0,11.56,14.63,18.36,27.51,2.61
105,Anthony,MID,Brentford,0.3,6.0,6,15.66,8.15,0.88,0.98,5.0,10.0,14.36,20.25,30.34,2.61
230,Branthwaite,DEF,Everton,2.4,5.5,6,15.57,7.71,0.02,6.15,5.0,10.36,14.72,20.08,29.05,2.83
257,Bassey,DEF,Fulham,0.5,4.5,6,15.54,7.09,0.51,5.82,6.0,10.36,14.72,19.72,28.43,3.45
28,Martinez,GK,Aston Villa,3.8,5.0,6,15.53,6.11,0.0,6.99,6.0,11.0,15.02,19.02,26.04,3.11
350,A.Becker,GK,Liverpool,5.0,5.5,6,15.53,6.02,0.0,6.59,7.0,11.51,14.51,19.02,25.53,2.82
529,Roefs,GK,Sunderland,6.7,5.0,6,15.5,6.0,0.0,6.82,7.0,11.51,14.51,19.02,26.04,3.1
357,Frimpong,DEF,Liverpool,3.1,5.5,6,15.47,8.95,0.26,4.21,4.0,9.36,13.9,19.72,32.68,2.81
166,N.Jackson,FWD,Chelsea,0.4,6.5,6,15.47,11.23,0.0,0.0,2.0,7.35,13.35,20.71,36.77,2.38
82,Kelleher,GK,Brentford,5.8,5.0,6,15.45,6.06,0.0,6.63,7.0,11.0,15.02,19.02,25.53,3.09
358,Kerkez,DEF,Liverpool,7.5,5.5,6,15.4,7.56,0.19,5.25,5.0,10.27,14.36,19.72,28.71,2.8
337,Aaronson,MID,Leeds,0.7,5.5,6,15.36,7.97,0.85,0.92,5.0,9.63,14.0,19.36,30.73,2.79
115,De Cuyper,DEF,Brighton,2.6,4.5,6,15.31,9.03,0.47,3.79,4.0,8.63,13.9,20.09,32.87,3.4
250,Leno,GK,Fulham,3.4,4.5,6,15.25,5.9,0.0,6.87,6.0,11.0,14.51,19.02,25.53,3.39
439,Šeško,FWD,Man United,2.8,7.0,6,15.23,10.49,0.0,0.0,3.0,7.0,12.35,20.33,34.78,2.18
124,Groß,MID,Brighton,1.8,5.5,6,15.21,9.07,1.04,1.1,4.0,9.0,13.63,19.63,32.7,2.76
41,Buendía,MID,Aston Villa,0.8,6.0,6,15.16,8.92,0.97,0.65,4.0,8.0,13.36,20.36,31.7,2.53
122,Minteh,MID,Brighton,0.8,6.0,6,15.14,8.0,0.08,1.07,5.0,9.0,13.63,19.36,29.97,2.52
467,Sels,GK,Nott'm Forest,1.6,5.0,6,15.09,6.08,0.0,6.66,6.0,10.51,14.51,19.02,25.53,3.02
-3,A.García,DEF,Aston Villa,1.5,4.0,6,15.06,10.38,1.83,5.16,2.0,8.36,13.72,19.72,30.51,3.76
18,Martinelli,MID,Arsenal,0.3,6.5,6,15.05,9.97,0.0,0.96,4.0,7.63,12.63,19.99,33.72,2.32
336,Okafor,MID,Leeds,1.1,6.0,6,15.04,8.86,0.35,0.8,4.0,8.0,13.36,19.36,32.08,2.51
123,Hinshelwood,MID,Brighton,0.4,6.0,6,15.01,8.07,0.02,1.08,5.0,9.0,13.36,19.36,30.36,2.5
457,J.Murphy,MID,Newcastle,0.2,6.0,6,14.91,9.17,0.0,0.84,4.0,8.0,13.25,19.99,32.43,2.48
160,Garnacho,MID,Chelsea,0.8,6.0,6,14.89,9.74,0.0,0.68,4.0,8.0,12.63,19.61,32.7,2.48
140,Sánchez,GK,Chelsea,2.1,5.0,6,14.85,5.9,0.0,6.61,6.0,10.51,14.51,19.02,24.53,2.97
-84,Kusi-Asare,FWD,Fulham,7.3,4.5,6,14.84,12.91,0.18,0.0,2.0,8.0,10.0,17.35,40.12,3.3
70,Kluivert,MID,Bournemouth,0.8,6.0,6,14.67,8.58,0.0,0.71,4.0,8.0,12.63,19.36,31.7,2.45
415,Dorgu,MID,Man United,2.1,6.0,6,14.58,8.65,0.14,1.03,5.0,8.63,12.63,18.36,31.7,2.43
-124,Muharemović,DEF,Leeds,0.7,5.0,6,14.57,10.56,3.18,3.78,2.0,8.0,12.9,19.36,32.54,2.91
144,Gusto,DEF,Chelsea,1.2,5.0,6,14.57,8.19,0.2,4.22,4.0,8.36,13.25,19.25,30.24,2.91
455,Tonali,MID,Tottenham,3.0,5.5,6,14.44,6.39,0.27,0.99,6.0,10.0,13.0,17.36,26.72,2.63
404,Reijnders,MID,Man City,0.3,6.0,6,14.42,10.45,0.11,0.9,2.0,7.0,12.36,19.61,33.72,2.4
403,Savinho,MID,Man City,0.1,6.5,6,14.37,10.31,0.0,0.66,3.0,7.0,12.36,18.99,34.43,2.21
465,Osula,FWD,Newcastle,2.4,6.0,6,14.36,9.18,0.0,0.0,4.0,7.0,12.35,18.71,31.6,2.39
536,Reinildo,DEF,Sunderland,0.8,4.5,6,14.33,6.96,2.45,4.62,4.0,9.36,13.36,18.72,26.72,3.19
-159,A.Murphy,DEF,Newcastle,0.8,4.0,6,14.31,11.85,2.44,4.25,1.0,7.0,12.36,18.72,32.08,3.58
552,Brobbey,FWD,Sunderland,19.2,6.0,6,14.27,7.05,0.01,0.0,6.0,9.0,13.35,17.71,27.06,2.38
-6,Burrowes,MID,Aston Villa,1.1,4.5,6,14.23,11.68,1.35,1.12,2.0,8.0,12.0,17.0,37.08,3.16
30,Digne,DEF,Aston Villa,1.5,4.5,6,14.21,7.94,0.05,4.48,3.0,8.36,13.25,18.72,28.69,3.16
86,Lewis-Potter,MID,Brentford,0.9,5.5,6,14.19,7.29,0.0,1.01,5.0,9.0,13.0,17.91,28.08,2.58
-90,Hughes,DEF,Hull,1.3,4.0,6,14.01,8.66,6.16,2.39,2.0,8.0,13.0,18.36,28.72,3.5
54,Gomes,MID,Aston Villa,0.3,5.5,6,13.97,6.15,0.86,1.25,6.0,10.0,13.0,17.25,25.72,2.54
-83,Reed,MID,Fulham,1.2,4.5,6,13.95,10.89,1.55,1.07,2.95,8.0,12.0,16.63,34.08,3.1
442,Pope,GK,Newcastle,1.1,5.0,6,13.91,6.16,0.0,6.2,5.0,9.51,13.51,18.02,24.53,2.78
545,Sadiki,MID,Sunderland,0.5,5.0,6,13.87,5.46,1.01,1.28,6.0,10.0,13.0,16.63,23.63,2.77
203,Canvot,DEF,Crystal Palace,0.3,5.0,6,13.81,8.14,3.14,3.43,3.0,8.0,12.36,18.72,28.97,2.76
-89,Egan,DEF,Hull,1.2,4.0,6,13.73,9.12,6.01,2.31,2.0,8.0,12.36,18.36,28.72,3.43
505,Spence,DEF,Tottenham,9.8,4.5,6,13.65,7.07,0.47,4.28,4.0,8.36,12.63,17.72,26.61,3.03
501,Danso,DEF,Tottenham,0.2,5.0,6,13.61,7.24,3.82,3.14,3.0,8.36,12.9,17.72,26.72,2.72
-182,Meunier,DEF,Sunderland,0.7,4.5,6,13.56,9.44,2.54,4.22,2.0,7.0,12.36,18.72,29.61,3.01
-133,Jacquet,DEF,Liverpool,1.6,5.0,6,13.54,10.61,2.35,3.67,2.0,7.0,11.36,17.36,31.97,2.71
527,Richarlison,FWD,Tottenham,1.4,6.0,6,13.51,8.0,0.1,0.0,4.0,7.0,12.35,17.71,28.69,2.25
74,Brooks,MID,Bournemouth,0.2,5.0,6,13.5,8.99,0.06,0.39,3.0,6.63,11.36,18.05,30.7,2.7
256,Tete,DEF,Fulham,0.2,4.5,6,13.37,7.55,0.84,4.4,3.0,8.0,12.36,17.72,27.43,2.97
491,Igor Jesus,FWD,Nott'm Forest,3.6,6.0,6,13.34,7.43,0.04,0.0,4.0,8.0,12.0,17.35,27.41,2.22
262,Smith Rowe,MID,Fulham,0.4,5.5,6,13.32,7.49,0.05,0.85,4.0,8.0,12.0,17.25,27.34,2.42
162,Andrey Santos,MID,Man United,1.6,5.0,6,13.3,8.45,0.91,0.8,4.0,7.0,11.36,17.36,29.36,2.66
43,Tielemans,MID,Man United,1.1,6.0,6,13.27,7.93,0.12,1.06,3.0,7.63,12.0,17.36,28.34,2.21
102,Yarmoliuk,MID,Brentford,1.3,5.0,6,13.26,5.92,1.52,1.01,5.0,9.0,12.0,16.36,24.34,2.65
-61,Wright,FWD,Coventry,2.2,5.5,6,13.16,11.98,0.1,0.0,0.0,6.0,10.0,17.35,35.41,2.39
129,Ayari,MID,Brighton,0.6,5.5,6,13.12,6.95,0.41,1.03,4.0,8.0,12.0,16.63,26.72,2.39
420,Yoro,DEF,Man United,0.5,5.0,6,13.06,7.7,0.86,3.83,3.0,7.36,11.9,17.25,27.43,2.61
249,Barry,FWD,Everton,1.1,5.5,6,13.04,8.14,0.0,0.0,3.0,7.0,11.35,17.71,28.69,2.37
488,Sangaré,MID,Nott'm Forest,0.3,5.0,6,13.03,6.36,2.19,0.95,4.0,9.0,12.0,16.63,24.51,2.61
454,Elanga,MID,Newcastle,0.6,6.0,6,12.98,7.7,0.0,0.77,4.0,7.0,11.36,16.99,28.08,2.16
97,Jensen,MID,Brentford,0.1,5.5,6,12.98,7.3,0.47,0.77,4.0,8.0,11.63,16.36,26.62,2.36
211,Yeremy,MID,Crystal Palace,0.2,5.5,6,12.98,8.01,0.43,0.76,3.0,7.0,11.36,17.25,28.34,2.36
-51,Amenda,DEF,Coventry,0.6,4.0,6,12.92,9.28,4.55,2.93,1.0,6.36,11.36,17.36,28.72,3.23
305,Davis,DEF,Ipswich,4.8,4.0,6,12.91,7.61,0.0,3.91,3.0,7.36,11.72,17.12,26.98,3.23
332,Justin,DEF,Leeds,0.6,4.5,6,12.89,7.17,0.49,3.91,3.0,7.36,11.9,16.72,26.16,2.86
497,Dubravka,GK,Tottenham,23.1,4.0,6,12.88,5.63,0.0,5.31,5.0,8.51,12.51,16.51,22.53,3.22
-46,Dasilva,DEF,Coventry,0.6,4.0,6,12.85,10.0,4.5,2.75,0.0,6.0,11.0,17.36,29.24,3.21
-91,Ajayi,DEF,Hull,0.8,4.0,6,12.84,8.56,5.66,2.13,2.0,7.0,12.0,17.36,27.08,3.21
-101,Crooks,MID,Hull,0.7,4.5,6,12.82,10.22,1.05,0.47,2.0,6.0,11.0,16.72,30.08,2.85
167,Delap,FWD,Chelsea,0.5,5.5,6,12.73,8.1,0.0,0.0,3.0,7.0,11.35,16.71,28.59,2.31
-4,Nedeljkovic,DEF,Aston Villa,0.5,4.0,6,12.72,10.8,1.88,3.98,0.0,6.0,11.0,17.36,29.51,3.18
57,Petrović,GK,Bournemouth,4.1,4.5,6,12.69,5.47,0.0,5.16,5.0,8.51,12.51,16.02,22.53,2.82
401,Marmoush,FWD,Man City,0.5,7.0,6,12.69,9.31,0.0,0.0,2.0,6.0,10.35,16.71,31.41,1.81
-12,Soler,DEF,Bournemouth,0.6,4.0,6,12.65,9.85,2.89,3.38,1.0,6.0,11.36,17.0,28.72,3.16
422,Mazraoui,DEF,Man United,0.9,4.5,6,12.6,6.91,0.1,4.5,3.0,7.36,11.36,16.72,25.43,2.8
373,C.Jones,MID,Liverpool,0.1,5.5,6,12.55,7.46,0.53,0.68,3.0,7.0,11.0,16.36,26.62,2.28
222,Strand Larsen,FWD,Crystal Palace,0.7,6.0,6,12.54,6.65,0.0,0.0,4.0,8.0,11.35,15.98,25.33,2.09
-156,Obi,FWD,Man United,1.2,4.5,6,12.5,14.14,0.12,0.0,0.0,4.0,8.0,15.35,39.51,2.78
36,Maatsen,DEF,Aston Villa,0.7,4.5,6,12.39,7.69,0.2,3.2,3.0,6.63,10.99,16.4,26.78,2.75
33,Mings,DEF,Aston Villa,0.2,4.5,6,12.32,7.76,0.3,4.13,2.0,7.0,10.9,16.72,26.98,2.74
-94,Giles,DEF,Hull,0.7,4.0,6,12.29,8.99,5.29,2.12,0.95,6.0,11.0,16.79,27.72,3.07
502,Robertson,DEF,Tottenham,1.9,4.5,6,12.23,7.16,0.06,3.3,3.0,7.0,10.9,16.25,25.43,2.72
-80,Hackney,MID,Everton,0.4,5.5,6,12.22,12.24,0.89,0.97,0.0,5.0,9.0,15.36,33.08,2.22
265,Berge,MID,Fulham,0.4,5.0,6,12.22,4.98,0.34,1.18,6.0,9.0,11.63,14.63,21.36,2.44
432,Mainoo,MID,Man United,1.2,5.5,6,12.21,6.28,0.3,1.04,4.0,8.0,11.0,15.28,24.34,2.22
-173,Souza,DEF,Tottenham,0.4,4.0,6,12.21,10.47,2.93,3.25,0.0,6.0,10.36,16.72,27.97,3.05
494,Vicario,GK,Tottenham,1.8,4.5,6,12.18,5.62,0.0,5.1,4.0,8.0,11.51,16.02,22.53,2.71
87,Ajer,DEF,Brentford,0.5,4.5,6,12.18,7.13,1.16,3.63,3.0,7.0,11.36,16.28,25.26,2.71
34,Pau,DEF,Aston Villa,0.2,4.5,6,12.18,7.04,0.1,4.54,3.0,7.36,11.36,16.25,25.42,2.71
395,Lewis,DEF,Man City,0.2,4.5,6,12.16,8.44,0.0,3.68,2.0,6.0,10.36,16.25,27.97,2.7
-160,Touré,MID,Newcastle,0.2,6.0,6,12.15,12.69,1.34,0.74,0.0,4.0,9.0,15.25,36.09,2.03
484,Hutchinson,MID,Nott'm Forest,0.2,5.5,6,12.15,6.74,0.02,0.9,4.0,7.0,11.0,15.36,25.08,2.21
198,Henderson,GK,Crystal Palace,3.1,5.0,6,12.09,5.88,0.0,5.48,3.0,7.51,11.51,16.02,22.53,2.42
-175,Olusesi,MID,Tottenham,0.7,4.5,6,12.01,9.53,1.33,0.79,2.0,6.0,10.0,15.0,29.09,2.67
496,Kinsky,GK,Tottenham,13.2,4.5,6,11.97,6.76,0.0,4.82,3.0,7.51,11.51,15.02,23.53,2.66
543,Diarra,MID,Sunderland,0.1,5.5,6,11.94,7.7,0.11,0.74,2.0,6.0,10.36,16.36,27.08,2.17
512,Kudus,MID,Tottenham,0.4,6.5,6,11.93,7.24,0.03,0.74,3.0,7.0,10.36,15.63,26.08,1.83
148,Hato,DEF,Chelsea,0.9,4.5,6,11.92,6.98,1.6,3.08,3.0,7.0,10.9,15.72,25.08,2.65
-149,Amass,DEF,Man United,0.2,4.0,6,11.92,10.76,1.79,3.82,0.0,5.0,10.0,16.36,29.08,2.98
-143,Alleyne,DEF,Man City,0.0,5.0,6,11.89,12.71,1.38,3.93,0.0,4.0,9.36,16.36,31.08,2.38
212,Hughes,MID,Crystal Palace,8.8,4.5,6,11.89,5.55,0.11,0.99,5.0,8.0,11.0,14.63,22.72,2.64
516,Bentancur,MID,Tottenham,0.1,5.5,6,11.83,5.54,1.51,0.82,4.0,8.0,11.0,15.0,22.36,2.15
-155,Fletcher,MID,Man United,0.3,4.5,6,11.8,12.78,0.9,0.9,0.0,5.0,9.0,14.0,33.08,2.62
323,McAteer,MID,Ipswich,2.2,4.5,6,11.77,6.72,0.01,0.62,4.0,7.0,10.0,14.36,24.09,2.62
73,Adams,MID,Bournemouth,0.7,5.0,6,11.75,5.63,0.69,0.83,4.0,8.0,11.0,14.36,22.63,2.35
-44,Kitching,DEF,Coventry,0.4,4.0,6,11.69,9.24,4.06,2.65,0.0,5.0,10.36,16.36,27.08,2.92
258,Castagne,DEF,Fulham,0.2,4.5,6,11.65,6.77,0.38,3.8,3.0,6.36,10.36,15.72,23.97,2.59
209,Johnson,MID,Crystal Palace,0.1,6.0,6,11.62,7.33,0.02,0.67,3.0,6.0,10.0,15.36,25.72,1.94
301,Palmer,GK,Ipswich,7.1,4.0,6,11.57,9.49,0.0,3.09,0.0,4.0,9.51,17.02,29.55,2.89
-113,Kipré,DEF,Ipswich,0.4,4.0,6,11.54,8.9,3.88,2.57,0.0,5.0,10.0,16.0,26.72,2.89
267,Lukić,MID,Fulham,0.1,5.0,6,11.52,6.38,0.15,0.91,4.0,7.0,10.0,14.63,23.72,2.3
-180,Hjelde,DEF,Sunderland,0.4,4.0,6,11.51,9.08,2.17,3.48,0.0,5.0,10.0,15.72,28.08,2.88
-1,Dowman,MID,Arsenal,0.1,5.5,6,11.5,13.2,0.92,1.14,0.0,4.0,8.18,14.36,34.08,2.09
214,Kamada,MID,Crystal Palace,0.3,5.0,6,11.49,5.97,0.43,0.87,4.0,7.0,10.31,14.63,22.51,2.3
474,Jair Cunha,DEF,Nott'm Forest,1.3,4.5,6,11.45,7.27,1.01,3.45,2.0,6.0,10.36,15.72,24.61,2.54
108,Wilson,FWD,Brentford,0.4,5.5,6,11.39,7.27,0.0,0.0,4.0,6.0,10.35,15.71,25.06,2.07
440,Zirkzee,FWD,Man United,0.3,5.5,6,11.38,7.83,0.0,0.0,3.0,5.0,9.63,14.98,27.41,2.07
458,Joelinton,MID,Newcastle,0.0,5.5,6,11.36,7.12,0.33,0.81,2.0,6.0,10.0,15.25,24.99,2.07
264,Bobb,MID,Fulham,0.5,5.5,6,11.36,6.75,0.29,0.64,4.0,7.0,10.0,14.36,24.61,2.06
210,Wharton,MID,Crystal Palace,0.2,5.5,6,11.35,6.64,0.96,0.8,2.0,6.0,10.63,14.99,23.72,2.06
489,Yates,MID,Nott'm Forest,6.2,4.5,6,11.34,5.89,0.04,0.8,5.0,7.0,10.0,14.36,22.26,2.52
80,Enes Ünal,FWD,Bournemouth,0.2,5.5,6,11.34,6.85,0.01,0.0,5.0,6.0,10.35,15.25,23.53,2.06
472,Murillo,DEF,Nott'm Forest,0.1,5.5,6,11.32,6.7,0.42,4.28,2.0,6.36,10.36,15.25,23.61,2.06
430,Mount,MID,Man United,0.1,5.5,6,11.32,8.2,0.16,0.48,3.0,5.0,9.0,14.99,27.34,2.06
-60,Andrews,MID,Coventry,0.7,4.5,6,11.32,9.43,1.11,0.7,2.0,6.0,10.0,14.0,27.62,2.51
514,Tel,MID,Tottenham,0.2,6.0,6,11.3,6.95,0.12,0.53,3.0,6.0,10.0,14.36,24.72,1.88
492,Awoniyi,FWD,Nott'm Forest,0.4,5.5,6,11.29,6.89,0.0,0.0,4.0,6.0,10.35,14.98,24.06,2.05
-135,Ramsay,DEF,Liverpool,0.2,4.0,6,11.28,10.03,2.58,3.17,0.0,4.0,9.36,16.0,28.08,2.82
-55,Mason-Clark,MID,Coventry,0.4,5.5,6,11.22,10.69,1.03,0.59,0.0,5.0,9.0,14.0,30.08,2.04
539,O'Nien,DEF,Sunderland,2.4,4.0,6,11.18,6.91,1.14,3.51,2.0,6.0,10.36,15.25,23.61,2.79
77,Adli,MID,Bournemouth,0.2,5.0,6,11.15,7.39,0.84,0.35,3.0,6.0,9.36,14.36,26.08,2.23
259,Diop,DEF,Ipswich,21.6,4.0,6,11.15,6.81,1.02,3.2,3.0,6.0,10.0,14.9,24.35,2.79
-92,Coyle,DEF,Hull,0.4,4.0,6,11.08,8.56,4.85,1.84,0.0,5.0,10.0,15.36,25.89,2.77
131,Baleba,MID,Brighton,0.5,5.0,6,11.07,5.55,0.24,0.97,4.0,7.0,10.0,13.63,21.72,2.21
75,Christie,MID,Bournemouth,0.2,5.0,6,11.05,6.58,0.08,0.55,4.0,6.0,9.63,14.36,23.62,2.21
-98,Belloumi,MID,Hull,0.7,5.0,6,11.02,9.02,1.07,0.49,2.0,6.0,9.81,13.36,26.73,2.2
-114,Furlong,DEF,Ipswich,0.3,4.0,6,11.01,8.43,3.77,2.51,0.0,5.0,9.9,15.36,25.36,2.75
519,Gallagher,MID,Tottenham,0.2,5.5,6,10.97,6.78,1.22,0.7,2.0,6.0,10.0,14.36,23.37,1.99
271,Muniz,FWD,Fulham,0.9,5.5,6,10.96,6.87,0.0,0.0,4.0,6.0,9.35,14.35,25.06,1.99
-107,McBurnie,FWD,Hull,2.5,5.5,6,10.95,9.8,0.1,0.0,2.0,6.0,8.0,13.35,29.41,1.99
456,J.Ramsey,MID,Newcastle,0.4,5.0,6,10.95,6.62,0.17,0.72,3.0,6.0,9.36,13.63,23.72,2.19
125,Georginio,FWD,Brighton,1.0,5.5,6,10.95,6.4,0.05,0.0,3.0,6.0,9.63,14.35,23.07,1.99
446,Schär,DEF,Newcastle,0.0,5.0,6,10.94,7.77,0.2,3.34,1.0,5.0,9.36,14.99,25.25,2.19
-167,Bindon,DEF,Nott'm Forest,0.2,4.0,6,10.94,9.9,1.75,3.39,0.0,4.0,9.0,15.25,28.08,2.73
-23,Steele,GK,Brighton,6.4,4.0,6,10.93,6.59,0.0,4.95,2.0,6.0,10.51,15.02,22.53,2.73
405,N.Gonzalez,MID,Man City,0.1,5.5,6,10.86,6.7,1.22,0.95,2.0,6.0,10.0,14.36,23.36,1.97
98,Janelt,MID,Brentford,0.1,5.0,6,10.84,6.01,0.25,0.77,3.0,7.0,10.0,13.63,21.72,2.17
-65,Bassette,FWD,Coventry,2.1,4.5,6,10.82,10.61,0.11,0.0,0.0,4.0,8.0,13.35,31.41,2.4
506,Udogie,DEF,Tottenham,0.4,4.5,6,10.8,6.26,0.18,3.55,3.0,6.0,9.63,14.36,22.72,2.4
-100,Dowell,MID,Hull,0.8,4.5,6,10.74,8.4,1.07,0.49,2.0,6.0,10.0,13.36,24.09,2.39
347,Nmecha,FWD,Leeds,0.7,5.5,6,10.72,6.85,0.01,0.0,3.0,6.0,9.35,13.63,24.06,1.95
241,McNeil,MID,Everton,0.1,5.5,6,10.7,7.12,0.1,0.72,2.0,6.0,9.0,14.25,23.88,1.95
-144,Vitor Reis,DEF,Man City,0.0,4.5,6,10.7,10.93,1.29,3.73,0.0,3.0,8.36,15.25,28.51,2.38
-36,D.Essugo,MID,Chelsea,0.2,4.5,6,10.7,11.47,1.03,0.73,0.0,4.0,8.0,13.0,30.08,2.38
304,O'Shea,DEF,Ipswich,1.3,4.0,6,10.65,6.64,0.0,3.6,2.0,6.0,9.63,14.72,23.15,2.66
-48,Bidwell,DEF,Coventry,0.2,4.0,6,10.63,9.2,3.67,2.39,0.0,4.0,9.0,15.25,26.08,2.66
-147,Monga,MID,Man City,0.0,5.0,6,10.62,12.78,0.84,0.86,0.0,3.0,7.0,13.0,32.43,2.12
-154,Bendito Mantato,MID,Man United,0.2,4.5,6,10.61,11.72,0.83,0.87,0.0,4.0,8.0,13.0,30.61,2.36
-150,Fredricson,DEF,Man United,0.1,4.0,6,10.6,10.52,1.7,3.38,0.0,3.0,8.36,14.72,27.51,2.65
-162,Neave,FWD,Newcastle,0.7,4.5,6,10.6,12.17,0.11,0.0,0.0,4.0,7.35,13.35,34.77,2.36
-176,Scarlett,FWD,Tottenham,1.6,4.5,6,10.59,10.72,0.13,0.0,0.0,4.0,8.0,13.35,31.41,2.35
-161,Steur,MID,Newcastle,0.1,5.0,6,10.55,11.91,1.25,0.71,0.0,4.0,8.0,13.36,30.08,2.11
-27,Howell,MID,Brighton,0.3,4.5,6,10.53,10.26,1.11,0.84,0.0,4.0,8.0,13.0,27.99,2.34
-79,Aznou,DEF,Everton,0.2,4.0,6,10.53,9.55,1.28,3.69,0.0,4.0,8.63,14.72,25.7,2.63
-164,O.Richards,DEF,Nott'm Forest,0.2,4.0,6,10.51,9.61,1.43,3.46,0.0,4.0,8.9,14.72,26.72,2.63
-39,Emegha,FWD,Chelsea,0.5,5.0,6,10.49,12.39,0.13,0.0,0.0,2.0,7.35,13.35,33.06,2.1
-47,Kesler-Hayden,DEF,Coventry,0.2,4.0,6,10.49,8.71,3.73,2.35,0.0,4.0,9.0,15.36,26.08,2.62
-146,Mukasa,MID,Man City,0.1,4.5,6,10.48,12.62,0.93,0.91,0.0,4.0,7.0,13.0,31.45,2.33
483,Ndoye,MID,Nott'm Forest,0.6,5.5,6,10.44,6.42,0.53,0.65,3.0,6.0,9.0,13.63,22.72,1.9
-49,Latibeaudiere,DEF,Coventry,0.2,4.0,6,10.4,8.81,3.64,2.25,0.0,4.0,9.0,14.72,25.16,2.6
-34,M.Sarr,DEF,Chelsea,0.1,4.5,6,10.39,10.09,1.78,3.02,0.0,3.0,8.36,14.36,26.62,2.31
-2,Fábio Vieira,MID,Arsenal,0.0,5.5,6,10.36,12.87,0.83,1.03,0.0,3.0,7.0,13.0,32.08,1.88
-106,Zambrano,MID,Hull,0.6,4.5,6,10.34,8.45,1.03,0.47,2.0,5.0,9.0,13.0,24.72,2.3
2,Arrizabalaga,GK,Arsenal,0.3,5.0,6,10.34,6.79,0.0,5.45,0.0,5.51,9.51,15.02,22.53,2.07
-132,Lucky,DEF,Liverpool,0.1,4.0,6,10.31,9.24,2.39,2.88,0.0,4.0,8.36,14.72,26.72,2.58
-165,Abbott,DEF,Nott'm Forest,0.2,4.0,6,10.31,9.68,1.37,3.3,0.0,4.0,8.36,14.36,25.25,2.58
518,P.M.Sarr,MID,Tottenham,0.4,5.0,6,10.28,5.77,0.33,0.53,3.0,6.0,9.0,13.36,21.34,2.06
-21,Furo,FWD,Brentford,1.0,4.5,6,10.27,11.16,0.11,0.0,0.0,4.0,7.35,13.35,31.41,2.28
-110,Destan,FWD,Hull,2.9,4.5,6,10.26,9.12,0.1,0.0,2.0,4.0,8.0,12.0,26.06,2.28
-145,Echeverri,MID,Man City,0.0,5.0,6,10.26,13.13,0.88,0.84,0.0,3.0,7.0,12.36,32.06,2.05
