player_code,understat_player_id,name_fpl,name_understat,team,match_method,confidence,verified
432422,7958,Tonali,Sandro Tonali,Newcastle,exact_name_transfer,0.97,True
485337,8006,Guessand,Evann Guessand,Aston Villa,exact_name_transfer,0.97,True
208706,8327,Bruno G.,Bruno Guimarães,Newcastle,exact_name_transfer,0.97,True
222694,8717,Struijk,Pascal Struijk,Leeds,exact_name_transfer,0.97,True
437499,8853,Lacroix,Maxence Lacroix,Crystal Palace,exact_name_transfer,0.97,True
432720,9077,Trafford,James Trafford,Man City,exact_name_transfer,0.97,True
215379,9154,Anderson,Elliot Anderson,Nott'm Forest,exact_name_transfer,0.97,True
428580,9681,Onyeka,Frank Onyeka,Brentford,exact_name_transfer,0.97,True
469272,9977,Tchaouna,Loum Tchaouna,Burnley,exact_name_transfer,0.97,True
493105,10552,Garnacho,Alejandro Garnacho,Chelsea,exact_name_transfer,0.97,True
444180,10746,Anthony,Jaidon Anthony,Burnley,exact_name_transfer,0.97,True
242898,10760,Johnson,Brennan Johnson,Crystal Palace,exact_name_transfer,0.97,True
469142,10807,Van Hecke,Jan Paul van Hecke,Brighton,exact_name_transfer,0.97,True
221466,10864,Senesi,Marcos Senesi,Bournemouth,exact_name_transfer,0.97,True
536916,11362,Buonanotte,Facundo Buonanotte,Chelsea,exact_name_transfer,0.97,True
437730,11363,Semenyo,Antoine Semenyo,Bournemouth,exact_name_transfer,0.97,True
448089,11384,Gomes,João Gomes,Wolves,exact_name_transfer,0.97,True
532605,11808,Andrey Santos,Andrey Santos,Chelsea,exact_name_transfer,0.97,True
244850,12412,Rogers,Morgan Rogers,Aston Villa,exact_name_transfer,0.97,True
550615,12573,George,Tyrique George,Chelsea,exact_name_transfer,0.97,True
551226,12948,Fernandes,Mateus Fernandes,West Ham,exact_name_transfer,0.97,True
448514,6674,Aït-Nouri,Rayan Ait Nouri,Man City,fuzzy,0.9655,False
209289,7230,Smith Rowe,Emile Smith-Rowe,Fulham,fuzzy,0.9677,False
578153,11763,Khusanov,Abduqodir Khusanov,Man City,fuzzy,0.9444,False
508395,11772,Yarmoliuk,Yehor Yarmolyuk,Brentford,fuzzy,0.9333,False
231416,13066,F.Kadıoğlu,Ferdi Kadioglu,Brighton,fuzzy,0.9286,False
